step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs,mean_spill,view1_spill,view2_spill,mean_precision,view1_precision,view2_precision,mean_coverage,view1_coverage,view2_coverage,view1_negative_space,view2_negative_space,view1_silhouette,view2_silhouette,lambda_count
1,1.410,1.260056,0.190821,0.151570,0.230071,20,0.00000000,0,0.212629,0.093992,0.331265,0.559317,0.638225,0.480410,0.236051,0.165817,0.306286,0.034612,0.046126,0.253811,0.125838,0.010000
25,26.625,1.004623,0.285657,0.223962,0.347352,20,0.00000000,0,0.110991,0.037981,0.184000,0.775228,0.859563,0.690894,0.321867,0.232469,0.411265,0.013871,0.025420,0.220435,0.094794,0.010000
50,197.446,0.907322,0.361348,0.281181,0.441515,23,0.00006835,1,0.106430,0.036208,0.176653,0.817857,0.889465,0.746248,0.405436,0.291362,0.519510,0.012928,0.024257,0.203647,0.080185,0.010000
75,227.372,0.825970,0.416313,0.331994,0.500633,23,0.00017764,2,0.095305,0.029631,0.160980,0.851668,0.920231,0.783106,0.461528,0.341831,0.581224,0.010918,0.022065,0.188260,0.070530,0.010000
100,418.501,0.763685,0.463648,0.382224,0.545072,23,0.00034856,1,0.096019,0.029262,0.162776,0.863212,0.930769,0.795655,0.513602,0.393409,0.633796,0.010549,0.022412,0.173722,0.064278,0.010000
125,448.520,0.711258,0.502841,0.425532,0.580151,23,0.00054871,3,0.099635,0.028006,0.171265,0.869263,0.939832,0.798695,0.558480,0.437449,0.679510,0.009721,0.023284,0.161111,0.059344,0.010000
150,643.247,0.671623,0.540881,0.459827,0.621936,23,0.00052900,3,0.105874,0.032809,0.178939,0.869605,0.935381,0.803830,0.604069,0.474913,0.733224,0.011839,0.024091,0.152481,0.053305,0.010000
175,673.347,0.638888,0.565013,0.489287,0.640739,23,0.00038794,2,0.105773,0.027710,0.183837,0.876346,0.947772,0.804920,0.630688,0.502845,0.758531,0.009979,0.025607,0.143390,0.051689,0.010000
200,866.991,0.624782,0.576320,0.508087,0.644554,23,0.00004344,1,0.112007,0.027932,0.196082,0.873233,0.949234,0.797231,0.646609,0.522279,0.770939,0.010107,0.027329,0.137972,0.051560,0.010000
225,896.692,0.598298,0.596936,0.540103,0.653768,23,0.00006793,2,0.117424,0.028153,0.206694,0.872069,0.951748,0.792391,0.672104,0.555309,0.788898,0.010455,0.028699,0.129295,0.050545,0.010000
250,1087.056,0.578223,0.609992,0.559062,0.660921,23,0.00012279,1,0.120096,0.027784,0.212408,0.872171,0.953876,0.790465,0.687951,0.574595,0.801306,0.010217,0.029014,0.123800,0.049297,0.010000
275,1116.987,0.563309,0.618487,0.567509,0.669464,23,0.00045766,1,0.116181,0.026158,0.206204,0.876799,0.957013,0.796586,0.694932,0.582354,0.807510,0.009449,0.028126,0.121092,0.047784,0.010000
