step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs,mean_spill,view1_spill,view2_spill,mean_precision,view1_precision,view2_precision,mean_coverage,view1_coverage,view2_coverage,view1_negative_space,view2_negative_space,view1_silhouette,view2_silhouette,lambda_count
1,2.192,0.840068,0.239231,0.292745,0.185717,20,0.00081343,0,0.352688,0.531514,0.173861,0.506943,0.457560,0.556326,0.333174,0.448343,0.218006,0.034668,0.039119,0.066064,0.176875,0.000000
25,43.710,0.595248,0.370269,0.432316,0.308222,20,0.00003567,1,0.175316,0.276803,0.073828,0.741817,0.666013,0.817620,0.441480,0.551982,0.330977,0.017985,0.016481,0.043959,0.137216,0.000000
50,311.324,0.475384,0.478694,0.517548,0.439839,23,0.00044189,2,0.147499,0.240416,0.054583,0.811128,0.727541,0.894715,0.552911,0.641975,0.463847,0.015407,0.011905,0.035940,0.108762,0.000000
75,359.008,0.407797,0.552586,0.587766,0.517406,23,0.00042271,3,0.135523,0.221572,0.049473,0.840338,0.764177,0.916498,0.630501,0.717999,0.543003,0.014304,0.010937,0.030085,0.093129,0.000000
100,662.167,0.356172,0.606584,0.640785,0.572383,26,0.00044541,3,0.125490,0.209227,0.041753,0.860974,0.787389,0.934560,0.685568,0.774854,0.596281,0.013362,0.009061,0.025692,0.081717,0.000000
125,716.241,0.334604,0.627983,0.661660,0.594306,26,0.00019277,2,0.114275,0.189734,0.038817,0.873316,0.805786,0.940845,0.702287,0.787199,0.617375,0.012173,0.008601,0.023701,0.077402,0.000000
150,1032.866,0.323229,0.640520,0.676325,0.604715,26,0.00008034,1,0.107613,0.177388,0.037838,0.880478,0.817818,0.943137,0.711946,0.796296,0.627596,0.011404,0.008356,0.022477,0.075367,0.000000
175,1086.221,0.312396,0.654178,0.687842,0.620513,26,0.00022941,0,0.112705,0.186485,0.038926,0.878528,0.813999,0.943057,0.730391,0.816114,0.644667,0.012111,0.008383,0.021887,0.071945,0.000000
200,1400.368,0.303604,0.664982,0.692495,0.637469,23,0.00025871,0,0.120554,0.203379,0.037730,0.874933,0.803823,0.946043,0.747427,0.833333,0.661520,0.013141,0.008140,0.021759,0.068741,0.000000
225,1448.022,0.297289,0.670489,0.691308,0.649670,23,0.00012593,0,0.119148,0.199805,0.038491,0.875950,0.805871,0.946028,0.752056,0.829435,0.674677,0.012913,0.008552,0.021795,0.066539,0.000000
250,1763.727,0.275368,0.694546,0.726661,0.662432,26,0.00010330,1,0.097212,0.158869,0.035555,0.896004,0.841285,0.950723,0.764045,0.842105,0.685985,0.010358,0.007897,0.018618,0.064020,0.000000
275,1819.544,0.261161,0.707023,0.729481,0.684565,26,0.00003819,0,0.098235,0.163743,0.032728,0.897030,0.838306,0.955755,0.777949,0.848928,0.706970,0.010583,0.007314,0.018438,0.059658,0.000000
300,2151.704,0.246275,0.719306,0.734936,0.703676,27,0.00009676,1,0.090329,0.148473,0.032184,0.903989,0.850409,0.957569,0.785189,0.844055,0.726324,0.009648,0.007185,0.017824,0.055829,0.000000
325,2210.476,0.238081,0.728176,0.736469,0.719882,27,0.00005480,2,0.090876,0.146524,0.035229,0.903497,0.852131,0.954862,0.794811,0.844379,0.745243,0.009626,0.007696,0.017833,0.052854,0.000000
350,2563.294,0.228037,0.735299,0.734088,0.736511,25,0.00005776,2,0.092123,0.148473,0.035773,0.902735,0.850262,0.955208,0.802969,0.843080,0.762857,0.009556,0.007896,0.017798,0.049475,0.000000
375,2617.178,0.218651,0.746121,0.739858,0.752383,25,0.00003251,0,0.091640,0.145224,0.038056,0.903610,0.853682,0.953538,0.814159,0.847303,0.781016,0.009404,0.008330,0.017447,0.046562,0.000000
400,2966.990,0.209399,0.753442,0.739254,0.767629,28,0.00001557,0,0.090289,0.141326,0.039252,0.904818,0.856530,0.953105,0.820745,0.843730,0.797760,0.009096,0.008584,0.017341,0.043615,0.000000
425,3027.513,0.201010,0.759356,0.742398,0.776313,28,0.00001854,1,0.085903,0.132554,0.039252,0.908712,0.863818,0.953605,0.823795,0.840806,0.806785,0.008489,0.008298,0.016991,0.041614,0.000000
450,3407.505,0.195446,0.763714,0.741563,0.785864,30,0.00000589,0,0.080859,0.126381,0.035338,0.913479,0.868581,0.958376,0.824459,0.835283,0.813635,0.008127,0.008031,0.016929,0.040139,0.000000
475,3472.698,0.195765,0.764933,0.743177,0.786689,30,0.00000852,0,0.083351,0.130929,0.035773,0.911581,0.865217,0.957945,0.827656,0.840481,0.814831,0.008490,0.007998,0.017033,0.039976,0.000000
500,3881.664,0.195167,0.765705,0.747688,0.783721,30,0.00005971,1,0.080374,0.124107,0.036642,0.914091,0.871337,0.956845,0.826460,0.840481,0.812439,0.007982,0.008089,0.016563,0.040443,0.000000
525,3946.767,0.189231,0.769400,0.745109,0.793691,30,0.00000563,2,0.081669,0.129305,0.034033,0.913492,0.866801,0.960183,0.831079,0.841455,0.820702,0.008239,0.007564,0.016696,0.038479,0.000000
550,4348.490,0.188434,0.770535,0.746828,0.794241,29,0.00001463,0,0.080695,0.126706,0.034685,0.914315,0.869128,0.959502,0.831623,0.841455,0.821790,0.008082,0.007692,0.016548,0.038373,0.000000
575,4410.205,0.191234,0.767071,0.744005,0.790138,29,0.00000094,2,0.079287,0.124431,0.034142,0.915207,0.870521,0.959893,0.826848,0.836582,0.817114,0.008021,0.007642,0.016756,0.039156,0.000000
600,4802.729,0.186773,0.769094,0.739868,0.798319,28,0.00000732,1,0.082700,0.130279,0.035120,0.912221,0.865210,0.959233,0.831307,0.836257,0.826356,0.008371,0.007359,0.017177,0.037215,0.000000
625,4863.531,0.185039,0.771331,0.745930,0.796732,28,0.00000171,1,0.074462,0.117609,0.031315,0.919827,0.876366,0.963289,0.827670,0.833658,0.821681,0.007633,0.006923,0.016598,0.037803,0.000000
650,5255.200,0.184962,0.772088,0.745439,0.798738,28,0.00000393,2,0.077661,0.121832,0.033489,0.916925,0.872838,0.961013,0.830872,0.836257,0.825487,0.007859,0.007356,0.016671,0.037375,0.000000
