step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs
1,1.502,1.498584,0.148200,0.116991,0.179409,20,0.00063176,0
25,27.445,1.211608,0.255096,0.195524,0.314669,20,0.00000045,1
50,193.762,1.060880,0.345725,0.289773,0.401678,21,0.00007151,2
75,220.753,0.956343,0.406270,0.364354,0.448187,21,0.00005016,1
100,391.161,0.888569,0.448875,0.415760,0.481990,23,0.00008422,0
125,420.994,0.825411,0.487846,0.458573,0.517118,23,0.00002329,0
150,606.345,0.760528,0.529552,0.501348,0.557756,24,0.00010513,0
175,638.084,0.706489,0.567725,0.536947,0.598502,24,0.00021225,2
200,835.022,0.662731,0.595122,0.567432,0.622812,24,0.00030665,3
225,866.540,0.625647,0.612710,0.591673,0.633748,24,0.00021822,1
250,1045.385,0.585661,0.637745,0.622431,0.653058,24,0.00009319,0
275,1077.008,0.563749,0.648776,0.642395,0.655158,24,0.00010382,0
300,1268.374,0.547555,0.658689,0.652498,0.664879,23,0.00012945,1
325,1298.635,0.532564,0.668197,0.664868,0.671525,23,0.00028354,1
350,1493.194,0.516746,0.677450,0.675357,0.679543,23,0.00032157,1
375,1523.657,0.500105,0.685747,0.685484,0.686009,23,0.00028850,1
400,1719.264,0.491690,0.689497,0.696830,0.682165,23,0.00026917,1
425,1750.175,0.466060,0.705049,0.719497,0.690601,23,0.00022599,1
450,1946.912,0.453360,0.710077,0.733613,0.686541,25,0.00017017,2
475,1980.099,0.429916,0.721153,0.750356,0.691949,25,0.00010787,3
500,2184.139,0.412850,0.733077,0.761827,0.704328,24,0.00009705,2
525,2215.758,0.406900,0.736195,0.767566,0.704824,24,0.00016969,2
550,2406.394,0.391682,0.745418,0.775112,0.715724,23,0.00013922,3
575,2436.676,0.380856,0.755343,0.786865,0.723820,23,0.00011504,2
600,2626.855,0.373114,0.762650,0.788193,0.737107,23,0.00004232,2
625,2657.086,0.358341,0.774055,0.791950,0.756161,23,0.00014020,2
650,2846.562,0.355620,0.776731,0.791193,0.762268,26,0.00007517,1
675,2880.818,0.351936,0.783368,0.792667,0.774069,26,0.00014838,2
700,3078.940,0.355382,0.782074,0.789027,0.775122,23,0.00014109,3
725,3109.106,0.357523,0.781279,0.787300,0.775257,23,0.00011088,2
750,3300.094,0.356367,0.782211,0.785750,0.778672,23,0.00008453,2
775,3329.774,0.358658,0.779900,0.787707,0.772092,23,0.00005859,0
800,3518.144,0.355814,0.781976,0.789234,0.774718,23,0.00013007,0
825,3547.194,0.361800,0.779337,0.787759,0.770916,23,0.00004570,0
850,3732.915,0.364302,0.776848,0.787365,0.766331,23,0.00003774,0
875,3761.666,0.364171,0.776009,0.789175,0.762844,23,0.00006760,1
900,3947.930,0.368581,0.772328,0.789331,0.755325,23,0.00007622,1
925,3977.079,0.370441,0.770221,0.786658,0.753785,23,0.00015922,1
950,4165.013,0.353164,0.781255,0.799787,0.762724,23,0.00011563,1
975,4193.916,0.353656,0.782019,0.799033,0.765005,23,0.00015530,1
1000,4381.743,0.357176,0.780365,0.795799,0.764930,23,0.00010273,1
1025,4410.762,0.358719,0.778857,0.794444,0.763269,23,0.00011693,1
1050,4599.313,0.357631,0.780054,0.794408,0.765700,23,0.00018145,1
