step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs,mean_spill,view1_spill,view2_spill,mean_precision,view1_precision,view2_precision,mean_coverage,view1_coverage,view2_coverage,view1_negative_space,view2_negative_space,view1_silhouette,view2_silhouette
1,1.402,0.791879,0.243605,0.300703,0.186508,20,0.00078208,0,0.272245,0.387264,0.157225,0.548563,0.518578,0.578549,0.316493,0.417154,0.215831,0.025222,0.035490,0.059133,0.174289
25,27.154,0.563127,0.385766,0.436245,0.335288,20,0.00024789,2,0.136604,0.197531,0.075677,0.776098,0.725632,0.826564,0.441539,0.522417,0.360661,0.012612,0.016961,0.040737,0.132128
50,53.076,0.478069,0.463739,0.489434,0.438045,20,0.00036277,3,0.112664,0.153021,0.072306,0.826642,0.786685,0.866600,0.517023,0.564327,0.469718,0.009761,0.016006,0.035435,0.110954
75,78.793,0.435721,0.505729,0.523535,0.487924,20,0.00030441,3,0.098259,0.125081,0.071436,0.852311,0.824841,0.879780,0.555899,0.589019,0.522779,0.008107,0.015779,0.032306,0.100920
100,104.382,0.399394,0.538942,0.559263,0.518621,20,0.00028505,5,0.084969,0.110136,0.059802,0.875603,0.849333,0.901873,0.585247,0.620858,0.549636,0.006965,0.013195,0.029198,0.093786
125,130.116,0.372587,0.571695,0.583939,0.559451,20,0.00006693,3,0.088707,0.116634,0.060781,0.877682,0.848267,0.907097,0.622751,0.652047,0.593454,0.007461,0.013500,0.027800,0.085899
150,156.093,0.358630,0.589244,0.590528,0.587959,20,0.00003383,0,0.095323,0.125081,0.065565,0.873413,0.841564,0.905263,0.645451,0.664392,0.626509,0.008163,0.014553,0.027643,0.080534
175,182.166,0.337432,0.614749,0.610650,0.618849,20,0.00000807,1,0.101012,0.134828,0.067196,0.872389,0.837127,0.907651,0.676708,0.692982,0.660433,0.008596,0.014962,0.026283,0.074413
200,207.834,0.326921,0.630653,0.628954,0.632351,20,0.00001550,2,0.103393,0.140026,0.066761,0.873281,0.836619,0.909944,0.695796,0.717024,0.674568,0.009064,0.014898,0.025249,0.071740
225,233.091,0.318289,0.639142,0.638093,0.640192,20,0.00002030,4,0.104145,0.144574,0.063716,0.874598,0.834757,0.914440,0.705664,0.730344,0.680983,0.009391,0.013923,0.024666,0.069769
250,258.120,0.311860,0.642916,0.625488,0.660344,20,0.00009336,2,0.112803,0.165042,0.060563,0.867873,0.815340,0.920406,0.714529,0.728720,0.700337,0.010733,0.013427,0.026093,0.065758
275,283.953,0.303705,0.655230,0.630500,0.679959,20,0.00008368,1,0.126075,0.188759,0.063390,0.859110,0.798823,0.919397,0.736287,0.749513,0.723062,0.012325,0.013941,0.026184,0.061898
300,310.205,0.295299,0.662241,0.636314,0.688168,20,0.00003067,3,0.123358,0.188109,0.058606,0.863150,0.800757,0.925542,0.742254,0.756010,0.728498,0.012280,0.012907,0.025920,0.059912
325,336.020,0.287402,0.670194,0.646018,0.694370,20,0.00009501,3,0.116589,0.174789,0.058389,0.869601,0.812804,0.926398,0.746924,0.758934,0.734914,0.011404,0.012927,0.024799,0.058814
350,362.004,0.282537,0.688502,0.686459,0.690544,20,0.00009913,3,0.116705,0.170890,0.062520,0.873073,0.824667,0.921480,0.768743,0.803769,0.733718,0.011117,0.013955,0.021825,0.059795
