job	pair	arm	config	seed	stop_reason	final_step	final_loss	final_mean_iou	final_view1_iou	final_view2_iou	best_mean_iou	best_mean_iou_step	final_mean_tversky	best_mean_tversky	final_patches	start_patches	max_patches	min_patches	mean_patches	final_mean_spill	final_mean_precision	final_mean_coverage	final_overlap	srd_total_adds	srd_total_splits	srd_total_deletes	total_seconds
neg_sun_moon_hinge2_restart_importnet_tversky_r13p7	sun_moon	hinge2_restart_importnet	tversky_r13p7	0	converged	1925	0.055181	0.821491	0.786884	0.856098	0.833967	1475	0.967281	0.973475	15	20	20	15	16.436	0.012554	0.984962	0.831670	0.00002275	0	0	5	10375.455
neg_water_fire_hinge2_restart_importnet_tversky_r13p7	water_fire	hinge2_restart_importnet	tversky_r13p7	0	converged	1700	0.030888	0.912537	0.926227	0.898847	0.925180	1400	0.982209	0.990281	12	20	20	12	14.232	0.009828	0.989486	0.921534	0.00005205	0	0	8	8327.407
neg_cat_face_bass_hinge2_restart_importnet_tversky_r13p7	cat_face_bass	hinge2_restart_importnet	tversky_r13p7	0	converged	1500	0.044062	0.898157	0.895892	0.900423	0.902478	1400	0.975498	0.976129	13	20	20	13	14.311	0.015707	0.983480	0.912232	0.00003628	0	0	7	7170.944
neg_horse_circle_hinge2_restart_importnet_tversky_r13p7	horse_circle	hinge2_restart_importnet	tversky_r13p7	0	converged	1500	0.051273	0.795933	0.763439	0.828427	0.809120	375	0.967751	0.973726	13	20	20	13	14.934	0.007690	0.990374	0.801965	0.00008603	0	0	7	7533.758
neg_robot_man_hinge2_restart_importnet_tversky_r13p7	robot_man	hinge2_restart_importnet	tversky_r13p7	0	converged	2125	0.057808	0.818193	0.824428	0.811957	0.854146	1975	0.965725	0.974369	8	20	20	8	11.023	0.013760	0.983686	0.829455	0.00050113	0	0	12	7689.466
