step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs,mean_spill,view1_spill,view2_spill,mean_precision,view1_precision,view2_precision,mean_coverage,view1_coverage,view2_coverage,view1_negative_space,view2_negative_space,view1_silhouette,view2_silhouette,lambda_count,total_adds,total_splits,total_deletes
1,1.376,1.255568,0.156907,0.189697,0.124116,20,0.00019250,0,0.162589,0.112745,0.212434,0.533243,0.651838,0.414649,0.180784,0.211084,0.150483,0.027994,0.048116,0.182323,0.198100,0.000000,0,0,0
25,27.430,0.981256,0.272606,0.298704,0.246508,20,0.00000069,1,0.087846,0.057323,0.118368,0.772998,0.846381,0.699615,0.295756,0.315826,0.275686,0.014034,0.026551,0.149813,0.156980,0.000000,0,0,0
50,200.192,0.759097,0.432121,0.437393,0.426850,23,0.00030076,0,0.074058,0.049820,0.098297,0.864396,0.902123,0.826669,0.463996,0.459184,0.468808,0.011967,0.021911,0.118985,0.117038,0.000000,3,0,0
75,229.761,0.578990,0.566227,0.536760,0.595693,23,0.00003812,0,0.063672,0.049120,0.078225,0.905602,0.919771,0.891432,0.602708,0.563125,0.642291,0.011767,0.017254,0.097752,0.080725,0.000000,3,0,0
100,427.277,0.430504,0.680929,0.635906,0.725953,25,0.00025023,0,0.057015,0.052621,0.061408,0.926652,0.927117,0.926187,0.719950,0.669368,0.770533,0.012641,0.013388,0.076883,0.053545,0.000000,4,2,1
125,460.377,0.342180,0.746002,0.694567,0.797438,25,0.00017962,1,0.048080,0.045818,0.050342,0.941985,0.940666,0.943304,0.781987,0.726391,0.837583,0.011201,0.010997,0.064139,0.038780,0.000000,4,2,1
150,656.740,0.295097,0.781891,0.733772,0.830009,24,0.00030157,1,0.043539,0.048019,0.039058,0.948950,0.941227,0.956673,0.815718,0.769008,0.862428,0.011648,0.008528,0.055926,0.032281,0.000000,7,2,5
175,688.528,0.253091,0.813515,0.781724,0.845306,24,0.00020866,1,0.040405,0.047719,0.033091,0.954218,0.944945,0.963491,0.846153,0.819028,0.873278,0.011587,0.007205,0.045752,0.029167,0.000000,7,2,5
200,881.343,0.224641,0.840250,0.822702,0.857799,24,0.00026508,1,0.045744,0.052321,0.039167,0.950460,0.943010,0.957911,0.878571,0.865746,0.891396,0.012769,0.008519,0.037256,0.026919,0.000000,10,2,8
225,912.858,0.209540,0.851321,0.836921,0.865720,24,0.00013233,0,0.044639,0.050220,0.039058,0.952169,0.945952,0.958386,0.889243,0.878952,0.899533,0.012230,0.008491,0.034093,0.025363,0.000000,10,2,8
250,1112.588,0.203502,0.855339,0.838743,0.871935,22,0.00027715,3,0.044641,0.054022,0.035261,0.952409,0.942412,0.962406,0.893367,0.884054,0.902680,0.013033,0.007473,0.033623,0.023894,0.000000,10,2,10
275,1142.145,0.185778,0.869083,0.855553,0.882613,22,0.00064358,4,0.041742,0.052021,0.031464,0.955977,0.945361,0.966594,0.905222,0.900060,0.910383,0.012640,0.006807,0.030053,0.022000,0.000000,10,2,10
300,1334.995,0.165216,0.886642,0.877171,0.896113,24,0.00098417,4,0.043398,0.053922,0.032874,0.955294,0.944888,0.965701,0.925021,0.924470,0.925572,0.013077,0.007087,0.025460,0.019301,0.000000,13,2,11
325,1367.116,0.152306,0.896496,0.888065,0.904927,24,0.00140198,3,0.042343,0.051921,0.032766,0.956738,0.947347,0.966128,0.934376,0.934174,0.934577,0.012578,0.007034,0.023116,0.017520,0.000000,13,2,11
350,1571.613,0.142162,0.906498,0.899515,0.913481,22,0.00077374,3,0.044062,0.052321,0.035803,0.955581,0.947621,0.963540,0.946383,0.946579,0.946186,0.012740,0.007925,0.020726,0.016149,0.000000,13,2,13
375,1601.248,0.133112,0.913097,0.902712,0.923481,22,0.00099050,3,0.043623,0.055022,0.032223,0.956342,0.945382,0.967302,0.952810,0.952381,0.953239,0.013293,0.007055,0.019890,0.014075,0.000000,13,2,13
400,1802.886,0.124389,0.917878,0.909359,0.926398,22,0.00072085,4,0.041100,0.051821,0.030379,0.958881,0.948606,0.969156,0.955512,0.956483,0.954541,0.012621,0.006277,0.018651,0.013195,0.000000,13,2,13
425,1832.519,0.120207,0.920357,0.911751,0.928964,22,0.00043492,5,0.038042,0.049720,0.026364,0.961854,0.950616,0.973093,0.955269,0.957083,0.953456,0.012140,0.005668,0.018154,0.012910,0.000000,13,2,13
450,2029.323,0.114037,0.925083,0.914802,0.935364,24,0.00006266,4,0.036581,0.050920,0.022242,0.963483,0.949699,0.977268,0.958776,0.961385,0.956168,0.012485,0.004849,0.017566,0.011765,0.000000,16,2,14
475,2061.812,0.110888,0.927078,0.917743,0.936414,24,0.00004660,6,0.034839,0.045918,0.023760,0.965080,0.954347,0.975814,0.959274,0.959884,0.958663,0.011303,0.005327,0.016883,0.011754,0.000000,16,2,14
500,2274.212,0.109428,0.929017,0.923730,0.934303,23,0.00009321,3,0.038439,0.048019,0.028860,0.961797,0.952742,0.970853,0.964677,0.968087,0.961267,0.011754,0.006164,0.015514,0.011981,0.000000,16,2,15
525,2305.004,0.109341,0.928851,0.921681,0.936022,23,0.00009281,4,0.037543,0.047419,0.027666,0.962612,0.953181,0.972043,0.963652,0.965386,0.961918,0.011530,0.006039,0.015910,0.011731,0.000000,16,2,15
550,2512.139,0.110763,0.928378,0.921806,0.934950,23,0.00011963,4,0.038448,0.047819,0.029077,0.961746,0.952827,0.970665,0.964011,0.965886,0.962135,0.011771,0.006238,0.016020,0.011868,0.000000,16,2,15
575,2542.408,0.110200,0.930080,0.928388,0.931773,23,0.00009675,6,0.042077,0.050520,0.033634,0.958504,0.950751,0.966257,0.969201,0.975290,0.963112,0.012057,0.007421,0.014339,0.012633,0.000000,16,2,15
600,2741.865,0.110523,0.929247,0.925951,0.932543,23,0.00009444,5,0.041948,0.049720,0.034176,0.958556,0.951337,0.965776,0.968201,0.971989,0.964414,0.011832,0.007465,0.014817,0.012353,0.000000,16,2,15
625,2771.808,0.109252,0.930180,0.928558,0.931801,23,0.00009139,7,0.041444,0.048820,0.034067,0.959058,0.952265,0.965851,0.968718,0.973890,0.963546,0.011624,0.007491,0.014236,0.012603,0.000000,16,2,15
