step,seconds,mean_iou,view1_iou,view2_iou,loss,patches
1,1.365,0.317245,0.374036,0.260454,0.507220,20
25,25.237,0.434302,0.492937,0.375667,0.349461,20
50,183.227,0.533242,0.591753,0.474732,0.286149,23
75,211.677,0.638169,0.712919,0.563419,0.226906,23
100,398.492,0.717090,0.824416,0.609763,0.182773,26
125,431.517,0.767416,0.882519,0.652313,0.154173,26
150,623.811,0.786828,0.889683,0.683973,0.142047,23
175,652.797,0.804953,0.898828,0.711079,0.132087,23
200,822.698,0.811845,0.888014,0.735676,0.126991,21
225,848.676,0.813984,0.879601,0.748368,0.123704,21
250,1009.420,0.822696,0.870340,0.775052,0.118899,20
275,1034.315,0.829756,0.860705,0.798806,0.111876,20
300,1193.235,0.843632,0.874529,0.812734,0.101693,23
325,1222.150,0.872325,0.914984,0.829665,0.084911,23
350,1386.998,0.890923,0.936219,0.845627,0.070526,21
375,1413.316,0.901847,0.951677,0.852016,0.061128,21
400,1570.860,0.913494,0.961725,0.865263,0.052092,22
425,1598.856,0.915668,0.964220,0.867117,0.051132,22
450,1756.191,0.922137,0.969580,0.874694,0.048732,19
475,1780.218,0.922563,0.968076,0.877050,0.049091,19
500,1919.000,0.920995,0.967391,0.874599,0.050710,17
525,1940.304,0.920010,0.964716,0.875305,0.053052,17
550,2076.511,0.914783,0.965379,0.864188,0.056086,17
575,2097.768,0.910397,0.965212,0.855583,0.058083,17
600,2228.986,0.904496,0.961706,0.847285,0.060886,16
625,2248.945,0.907665,0.954713,0.860617,0.057260,16
650,2378.482,0.911183,0.954021,0.868345,0.056146,16
675,2398.455,0.906471,0.954173,0.858770,0.057008,16
