step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs,mean_spill,view1_spill,view2_spill,mean_precision,view1_precision,view2_precision,mean_coverage,view1_coverage,view2_coverage,view1_negative_space,view2_negative_space,view1_silhouette,view2_silhouette
1,1.378,0.883136,0.184212,0.187488,0.180936,20,0.00009523,0,0.477185,0.106808,0.847561,0.471523,0.660194,0.282853,0.270902,0.207513,0.334290,0.025029,0.049990,0.172524,0.084323
25,26.573,0.652818,0.305707,0.270881,0.340532,20,0.00003389,2,0.240124,0.051984,0.428264,0.688743,0.845721,0.531765,0.385666,0.284963,0.486370,0.011983,0.024973,0.147048,0.052072
50,51.709,0.553457,0.405404,0.382789,0.428020,20,0.00022043,2,0.221580,0.050405,0.392755,0.745717,0.888605,0.602829,0.499105,0.402084,0.596126,0.011514,0.022432,0.124016,0.043445
75,76.033,0.493494,0.453368,0.475522,0.431214,20,0.00024020,3,0.212773,0.048932,0.376614,0.761246,0.910663,0.611830,0.546203,0.498790,0.593615,0.011440,0.021444,0.105288,0.042712
100,100.135,0.446759,0.487979,0.522796,0.453163,20,0.00027284,3,0.191297,0.038619,0.343974,0.786333,0.933599,0.639067,0.576013,0.542986,0.609039,0.008638,0.019595,0.094694,0.040046
125,124.773,0.419945,0.509602,0.547881,0.471324,20,0.00020236,2,0.176260,0.032937,0.319584,0.802786,0.945001,0.660571,0.593939,0.565927,0.621951,0.007533,0.018066,0.089240,0.037895
150,149.376,0.392848,0.533805,0.571077,0.496533,20,0.00006669,2,0.159885,0.026728,0.293042,0.821508,0.956402,0.686613,0.614189,0.586341,0.642037,0.006198,0.016517,0.084291,0.035285
175,174.532,0.373334,0.551284,0.593071,0.509497,20,0.00001895,1,0.155349,0.026623,0.284075,0.827677,0.958106,0.697248,0.631546,0.608860,0.654232,0.005788,0.015936,0.079559,0.034019
200,199.630,0.368853,0.555418,0.610149,0.500688,20,0.00001331,1,0.164801,0.026518,0.303085,0.821094,0.959381,0.682808,0.639384,0.626329,0.652439,0.006140,0.016853,0.076439,0.035012
225,224.951,0.350284,0.574456,0.640275,0.508637,20,0.00001714,1,0.167733,0.027360,0.308106,0.821780,0.960068,0.683493,0.661572,0.657792,0.665352,0.005945,0.017497,0.070222,0.034815
250,249.805,0.329470,0.596282,0.678868,0.513697,20,0.00006607,1,0.174380,0.026307,0.322453,0.820870,0.963615,0.678124,0.688034,0.696727,0.679340,0.006083,0.018412,0.062586,0.034974
275,275.126,0.303884,0.616538,0.704977,0.528099,20,0.00004358,0,0.163737,0.025466,0.302009,0.830395,0.965973,0.694817,0.705260,0.722930,0.687590,0.005356,0.016940,0.057111,0.033025
300,299.984,0.292152,0.629784,0.710348,0.549220,20,0.00001885,1,0.145696,0.027044,0.264347,0.844268,0.964256,0.724280,0.711982,0.729559,0.694405,0.005718,0.014919,0.056219,0.030842
