pair,arm,config,step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs,mean_spill,view1_spill,view2_spill,mean_precision,view1_precision,view2_precision,mean_coverage,view1_coverage,view2_coverage,view1_negative_space,view2_negative_space,view1_silhouette,view2_silhouette,lambda_count,total_adds,total_splits,total_deletes,count_active,target_reached
sun_moon,hinge2_restart_importnet,aw0p1875,1,1.752,1.329784,0.222936,0.192892,0.252979,20,0.00000000,0,0.178834,0.179559,0.178108,0.592427,0.558917,0.625937,0.262782,0.227528,0.298037,0.040669,0.035893,0.766488,0.696731,0.050000,0,0,0,0,0
sun_moon,hinge2_restart_importnet,aw0p1875,25,27.345,0.982763,0.373543,0.361259,0.385827,20,0.00000000,0,0.093335,0.098747,0.087924,0.813798,0.800785,0.826810,0.408341,0.396932,0.419750,0.022046,0.017593,0.596201,0.575542,0.050000,0,0,0,0,0
sun_moon,hinge2_restart_importnet,aw0p1875,50,220.063,0.780878,0.497909,0.481467,0.514351,20,0.00000197,0,0.078193,0.107606,0.048780,0.874584,0.832097,0.917071,0.536358,0.533276,0.539441,0.024092,0.009678,0.461706,0.457200,0.050000,0,0,0,0,0
sun_moon,hinge2_restart_importnet,aw0p1875,75,246.450,0.644241,0.581924,0.592680,0.571167,20,0.00008568,1,0.070853,0.101016,0.040690,0.900940,0.865950,0.935931,0.623479,0.652550,0.594408,0.022356,0.007971,0.342611,0.402266,0.050000,0,0,0,0,0
sun_moon,hinge2_restart_importnet,aw0p1875,100,409.220,0.577710,0.627299,0.614085,0.640514,18,0.00041209,2,0.071667,0.106093,0.037240,0.905914,0.864906,0.946922,0.671801,0.679235,0.664366,0.023511,0.007169,0.316660,0.332384,0.050000,0,0,2,0,0
sun_moon,hinge2_restart_importnet,aw0p1875,125,433.069,0.504432,0.681408,0.631468,0.731348,18,0.00170558,2,0.079179,0.123379,0.034979,0.903836,0.851842,0.955829,0.733154,0.709378,0.756930,0.027433,0.006855,0.286806,0.238587,0.050000,0,0,2,0,0
sun_moon,hinge2_restart_importnet,aw0p1875,150,597.635,0.454583,0.723172,0.635385,0.810959,18,0.00150056,2,0.093288,0.144339,0.042237,0.893386,0.834366,0.952406,0.786154,0.727096,0.845211,0.032563,0.008273,0.269031,0.151479,0.050000,0,0,2,0,0
sun_moon,hinge2_restart_importnet,aw0p1875,175,621.672,0.400181,0.762921,0.645970,0.879872,18,0.00234080,4,0.098143,0.155359,0.040928,0.892463,0.827702,0.957225,0.831105,0.746327,0.915883,0.034917,0.007924,0.250455,0.081975,0.050000,0,0,2,0,0
sun_moon,hinge2_restart_importnet,aw0p1875,200,780.953,0.358929,0.782239,0.663891,0.900586,18,0.00070033,2,0.082053,0.128889,0.035217,0.908430,0.853260,0.963601,0.840881,0.749460,0.932302,0.029179,0.006939,0.246472,0.065370,0.050000,0,0,2,0,0
sun_moon,hinge2_restart_importnet,aw0p1875,225,805.186,0.329478,0.799623,0.687542,0.911704,18,0.00098783,3,0.076071,0.121327,0.030815,0.916140,0.864027,0.968252,0.855379,0.770959,0.939798,0.027289,0.006178,0.225555,0.058690,0.050000,0,0,2,0,0
sun_moon,hinge2_restart_importnet,aw0p1875,250,961.573,0.311182,0.809113,0.707099,0.911126,18,0.00047623,5,0.074318,0.112468,0.036169,0.919006,0.874910,0.963102,0.865353,0.786625,0.944081,0.025276,0.007084,0.210373,0.054535,0.050000,0,0,2,0,0
sun_moon,hinge2_restart_importnet,aw0p1875,275,985.666,0.278838,0.826943,0.727397,0.926488,18,0.00055477,3,0.061890,0.104149,0.019631,0.932426,0.885211,0.979642,0.873915,0.803155,0.944676,0.023390,0.003725,0.193760,0.053520,0.050000,0,0,2,0,0
sun_moon,hinge2_restart_importnet,aw0p1875,300,1144.584,0.274834,0.830023,0.727966,0.932081,18,0.00036707,2,0.062587,0.105661,0.019512,0.931919,0.883958,0.979880,0.877576,0.804883,0.950268,0.023777,0.003650,0.192346,0.047817,0.050000,0,0,2,0,0
sun_moon,hinge2_restart_importnet,aw0p1875,325,1168.804,0.260264,0.837630,0.738194,0.937067,18,0.00027882,1,0.055712,0.098099,0.013325,0.939104,0.892046,0.986161,0.880082,0.810609,0.949554,0.022007,0.002540,0.186551,0.048555,0.050000,0,0,2,0,0
sun_moon,hinge2_restart_importnet,aw0p1875,350,1329.384,0.253881,0.841056,0.742562,0.939550,18,0.00015148,1,0.056086,0.096586,0.015586,0.938946,0.893963,0.983928,0.884238,0.814283,0.954194,0.021706,0.002917,0.182756,0.043087,0.050000,0,0,2,0,0
sun_moon,hinge2_restart_importnet,aw0p1875,375,1353.869,0.246308,0.846798,0.747561,0.946035,18,0.00008589,1,0.055318,0.096478,0.014158,0.940076,0.894693,0.985458,0.889557,0.819685,0.959429,0.021653,0.002697,0.177953,0.038748,0.050000,0,0,2,0,0
sun_moon,hinge2_restart_importnet,aw0p1875,400,1508.416,0.236401,0.852522,0.757093,0.947950,18,0.00004809,1,0.052708,0.092805,0.012612,0.943087,0.899143,0.987032,0.893630,0.827355,0.959905,0.020983,0.002372,0.170575,0.037529,0.050000,0,0,2,0,0
sun_moon,hinge2_restart_importnet,aw0p1875,425,1532.017,0.224459,0.859055,0.765846,0.952263,18,0.00006233,0,0.052243,0.092589,0.011898,0.944088,0.900372,0.987803,0.900174,0.836755,0.963593,0.020658,0.002197,0.160277,0.033672,0.050000,0,0,2,0,0
sun_moon,hinge2_restart_importnet,aw0p1875,450,1687.884,0.214747,0.866390,0.775480,0.957299,18,0.00006922,0,0.051627,0.091832,0.011422,0.945247,0.902153,0.988341,0.907464,0.846694,0.968233,0.020642,0.002249,0.150470,0.029614,0.050000,0,0,2,0,0
sun_moon,hinge2_restart_importnet,aw0p1875,475,1711.554,0.208271,0.871721,0.774468,0.968975,18,0.00002857,1,0.050145,0.091724,0.008566,0.946722,0.902133,0.991311,0.911391,0.845506,0.977275,0.020717,0.001581,0.152354,0.021813,0.050000,0,0,2,0,0
sun_moon,hinge2_restart_importnet,aw0p1875,500,1871.490,0.203409,0.873564,0.779668,0.967459,18,0.00028399,1,0.045790,0.086106,0.005473,0.951053,0.907701,0.994405,0.909778,0.846802,0.972754,0.019310,0.001071,0.151161,0.026143,0.050000,0,0,2,0,0
sun_moon,hinge2_restart_importnet,aw0p1875,525,1895.448,0.197841,0.877120,0.782778,0.971462,18,0.00014819,1,0.047083,0.085242,0.008923,0.949893,0.908807,0.990978,0.914817,0.849503,0.980131,0.019132,0.001659,0.148432,0.018984,0.050000,0,0,2,0,0
sun_moon,hinge2_restart_importnet,aw0p1875,550,2056.474,0.192882,0.878375,0.787675,0.969075,18,0.00023232,0,0.043095,0.078220,0.007971,0.953786,0.915667,0.991905,0.913043,0.849287,0.976800,0.017426,0.001500,0.148492,0.021805,0.050000,0,0,2,0,0
sun_moon,hinge2_restart_importnet,aw0p1875,575,2081.031,0.186852,0.880957,0.789824,0.972091,18,0.00010093,1,0.039173,0.072277,0.006068,0.957601,0.921368,0.993834,0.912450,0.846910,0.977989,0.016234,0.001082,0.150251,0.020272,0.050000,0,0,2,0,0
sun_moon,hinge2_restart_importnet,aw0p1875,600,2242.366,0.189563,0.880273,0.787083,0.973464,18,0.00009557,2,0.043026,0.077247,0.008804,0.953808,0.916501,0.991114,0.914958,0.847882,0.982035,0.017279,0.001467,0.149226,0.017493,0.050000,0,0,2,0,0
sun_moon,hinge2_restart_importnet,aw0p1875,625,2266.733,0.187030,0.882573,0.791219,0.973926,18,0.00010732,2,0.041875,0.075303,0.008447,0.955081,0.918689,0.991472,0.916476,0.850799,0.982153,0.017040,0.001550,0.146872,0.017102,0.050000,0,0,2,0,0
sun_moon,hinge2_restart_importnet,aw0p1875,650,2422.306,0.187120,0.882856,0.789315,0.976396,18,0.00012048,1,0.042993,0.077895,0.008090,0.953986,0.916124,0.991848,0.917547,0.850799,0.984295,0.017437,0.001567,0.146829,0.015052,0.050000,0,0,2,0,0
sun_moon,hinge2_restart_importnet,aw0p1875,675,2446.666,0.187009,0.881581,0.790087,0.973075,18,0.00009051,1,0.041075,0.074654,0.007496,0.955797,0.919181,0.992412,0.914720,0.849071,0.980369,0.016746,0.001446,0.148577,0.017510,0.050000,0,0,2,0,0
sun_moon,hinge2_restart_importnet,aw0p1875,700,2606.568,0.185709,0.882745,0.791348,0.974141,18,0.00007074,2,0.040756,0.073898,0.007615,0.956151,0.920000,0.992302,0.915693,0.849827,0.981559,0.016639,0.001403,0.147423,0.017652,0.050000,0,0,2,0,0
sun_moon,hinge2_restart_importnet,aw0p1875,725,2631.097,0.182123,0.884198,0.792874,0.975523,18,0.00010772,2,0.038260,0.070333,0.006187,0.958601,0.923466,0.993736,0.915099,0.848639,0.981559,0.015774,0.001141,0.148751,0.017251,0.050000,0,0,2,0,0
sun_moon,hinge2_restart_importnet,aw0p1875,750,2790.255,0.182866,0.884367,0.793277,0.975457,18,0.00008207,2,0.039331,0.070333,0.008328,0.957553,0.923502,0.991604,0.916326,0.849071,0.983581,0.015932,0.001447,0.148497,0.016100,0.050000,0,0,2,0,0
sun_moon,hinge2_restart_importnet,aw0p1875,775,2814.781,0.180248,0.884813,0.794973,0.974654,18,0.00010262,2,0.037373,0.070225,0.004521,0.959579,0.923754,0.995403,0.914930,0.850799,0.979060,0.015586,0.000817,0.146782,0.019315,0.050000,0,0,2,0,0
sun_moon,hinge2_restart_importnet,aw0p1875,800,2974.690,0.182192,0.884378,0.794248,0.974507,18,0.00011532,1,0.039374,0.070657,0.008090,0.957558,0.923284,0.991832,0.916379,0.850367,0.982391,0.015928,0.001331,0.147210,0.017047,0.050000,0,0,2,0,0
sun_moon,hinge2_restart_importnet,aw0p1875,825,2999.603,0.180273,0.885227,0.794605,0.975849,18,0.00014411,1,0.037179,0.069360,0.004997,0.959732,0.924533,0.994931,0.915222,0.849719,0.980726,0.015459,0.000930,0.148222,0.017950,0.050000,0,0,2,0,0
sun_moon,hinge2_restart_importnet,aw0p1875,850,3164.523,0.180023,0.885392,0.794703,0.976081,18,0.00017001,0,0.036790,0.068820,0.004759,0.960110,0.925050,0.995171,0.915060,0.849395,0.980726,0.015477,0.000889,0.148252,0.017661,0.050000,0,0,2,0,0
sun_moon,hinge2_restart_importnet,aw0p1875,875,3188.758,0.177176,0.887429,0.796437,0.978421,18,0.00012235,0,0.035379,0.067308,0.003450,0.961563,0.926628,0.996498,0.915920,0.850043,0.981797,0.015207,0.000661,0.147466,0.017144,0.050000,0,0,2,0,0
sun_moon,hinge2_restart_importnet,aw0p1875,900,3350.025,0.179059,0.886355,0.795922,0.976788,18,0.00008603,1,0.037540,0.070441,0.004640,0.959465,0.923636,0.995294,0.916654,0.851988,0.981321,0.015700,0.000859,0.146031,0.017578,0.050000,0,0,2,0,0
sun_moon,hinge2_restart_importnet,aw0p1875,925,3374.563,0.176273,0.887772,0.798504,0.977039,18,0.00019506,1,0.037190,0.069144,0.005235,0.959887,0.925076,0.994698,0.917935,0.853717,0.982153,0.015411,0.000962,0.144269,0.016304,0.050000,0,0,2,0,0
sun_moon,hinge2_restart_importnet,aw0p1875,950,3533.881,0.176129,0.888305,0.798745,0.977865,18,0.00016029,2,0.036428,0.067740,0.005116,0.960619,0.926417,0.994822,0.917860,0.852852,0.982867,0.015365,0.000977,0.145187,0.015386,0.050000,0,0,2,0,0
sun_moon,hinge2_restart_importnet,aw0p1875,975,3558.370,0.175302,0.889141,0.798603,0.979679,18,0.00017879,1,0.037002,0.066984,0.007020,0.960027,0.927119,0.992935,0.919326,0.852096,0.986556,0.015097,0.001441,0.145659,0.012688,0.050000,0,0,2,0,0
sun_moon,hinge2_restart_importnet,aw0p1875,1000,3722.706,0.175175,0.888819,0.798123,0.979515,18,0.00017388,1,0.037546,0.070333,0.004759,0.959559,0.923931,0.995188,0.919216,0.854257,0.984176,0.015702,0.000925,0.143725,0.013971,0.050000,0,0,2,0,0
sun_moon,hinge2_restart_importnet,aw0p1875,1025,3747.302,0.173059,0.889897,0.800627,0.979167,18,0.00025507,1,0.036320,0.067524,0.005116,0.960805,0.926781,0.994829,0.919432,0.854689,0.984176,0.015117,0.000952,0.143439,0.014172,0.050000,0,0,2,0,0
sun_moon,hinge2_restart_importnet,aw0p1875,1050,3911.633,0.176763,0.887736,0.798263,0.977208,18,0.00040173,2,0.038752,0.070009,0.007496,0.958345,0.924246,0.992444,0.919341,0.854149,0.984533,0.015544,0.001433,0.143435,0.014401,0.050000,0,0,2,0,0
sun_moon,hinge2_restart_importnet,aw0p1875,1075,3935.901,0.171867,0.890120,0.800668,0.979573,18,0.00038258,2,0.037677,0.067740,0.007615,0.959463,0.926581,0.992344,0.920968,0.854905,0.987032,0.015004,0.001295,0.143045,0.011538,0.050000,0,0,2,0,0
sun_moon,hinge2_restart_importnet,aw0p1875,1100,4099.392,0.174389,0.888956,0.799555,0.978356,18,0.00038121,0,0.037385,0.068820,0.005949,0.959731,0.925471,0.993992,0.919378,0.854581,0.984176,0.015336,0.001081,0.142959,0.014541,0.050000,0,0,2,0,0
sun_moon,hinge2_restart_importnet,aw0p1875,1125,4123.340,0.171531,0.890746,0.802738,0.978754,18,0.00029390,0,0.036613,0.065255,0.007971,0.960542,0.929100,0.991985,0.920838,0.855121,0.986556,0.014700,0.001459,0.142563,0.012377,0.050000,0,0,2,0,0
sun_moon,hinge2_restart_importnet,aw0p1875,1150,4288.817,0.171866,0.890959,0.804118,0.977799,18,0.00038427,0,0.036267,0.065039,0.007496,0.960933,0.929417,0.992449,0.920773,0.856417,0.985128,0.014710,0.001321,0.142012,0.013995,0.050000,0,0,2,0,0
sun_moon,hinge2_restart_importnet,aw0p1875,1175,4312.597,0.170789,0.891161,0.803142,0.979179,18,0.00040696,0,0.035753,0.065795,0.005711,0.961428,0.928622,0.994234,0.920378,0.855985,0.984771,0.014708,0.000989,0.142424,0.013824,0.050000,0,0,2,0,0
sun_moon,hinge2_restart_importnet,aw0p1875,1200,4475.767,0.169203,0.891798,0.805471,0.978125,18,0.00039909,0,0.034316,0.062446,0.006187,0.962873,0.931992,0.993753,0.919973,0.855769,0.984176,0.013983,0.001210,0.142393,0.014322,0.050000,0,0,2,0,0
sun_moon,hinge2_restart_importnet,aw0p1875,1225,4499.497,0.169614,0.891739,0.805573,0.977906,18,0.00032555,0,0.034733,0.062446,0.007020,0.962461,0.932000,0.992922,0.920324,0.855877,0.984771,0.014157,0.001264,0.142035,0.014115,0.050000,0,0,2,0,0
sun_moon,hinge2_restart_importnet,aw0p1875,1250,4661.831,0.169887,0.891755,0.805629,0.977880,18,0.00028900,0,0.034570,0.063310,0.005830,0.962644,0.931180,0.994108,0.920107,0.856634,0.983581,0.014306,0.001177,0.141242,0.014992,0.050000,0,0,2,0,0
sun_moon,hinge2_restart_importnet,aw0p1875,1275,4685.241,0.171324,0.890323,0.804509,0.976137,18,0.00025889,0,0.035495,0.063850,0.007139,0.961684,0.930577,0.992791,0.919491,0.855877,0.983105,0.014250,0.001342,0.142164,0.015549,0.050000,0,0,2,0,0
sun_moon,hinge2_restart_importnet,aw0p1875,1300,4848.111,0.169344,0.890963,0.805575,0.976351,18,0.00031560,0,0.034046,0.061906,0.006187,0.963129,0.932517,0.993742,0.918918,0.855445,0.982391,0.013845,0.001085,0.142390,0.016013,0.050000,0,0,2,0,0
sun_moon,hinge2_restart_importnet,aw0p1875,1325,4871.803,0.167916,0.892512,0.807250,0.977775,18,0.00029830,0,0.033733,0.061041,0.006425,0.963494,0.933475,0.993514,0.920291,0.856525,0.984057,0.013690,0.001223,0.141758,0.014739,0.050000,0,0,2,0,0
sun_moon,hinge2_restart_importnet,aw0p1875,1350,5035.618,0.168664,0.892341,0.807019,0.977662,18,0.00026896,0,0.034338,0.062014,0.006663,0.962901,0.932526,0.993276,0.920621,0.857066,0.984176,0.013973,0.001219,0.141097,0.014996,0.050000,0,0,2,0,0
