step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs,mean_spill,view1_spill,view2_spill,mean_precision,view1_precision,view2_precision,mean_coverage,view1_coverage,view2_coverage,view1_negative_space,view2_negative_space,view1_silhouette,view2_silhouette,lambda_count,total_adds,total_splits,total_deletes
1,0.466,0.674401,0.144530,0.121811,0.167248,5,0.00294349,0,0.148403,0.110655,0.186151,0.532993,0.550083,0.515903,0.166836,0.135290,0.198381,0.011934,0.023472,0.095815,0.110596,0.000000,0,0,0
25,7.250,0.559729,0.211521,0.184134,0.238909,5,0.00000024,1,0.075223,0.055841,0.094604,0.755605,0.776866,0.734343,0.227963,0.194416,0.261511,0.005877,0.011892,0.084510,0.093182,0.000000,0,0,0
50,54.758,0.524249,0.263093,0.225580,0.300605,8,0.00004670,0,0.076034,0.052967,0.099101,0.793465,0.817668,0.769263,0.283962,0.237528,0.330396,0.005615,0.012327,0.080024,0.085744,0.000000,3,0,0
75,65.481,0.479787,0.325919,0.295649,0.356189,8,0.00011359,2,0.074027,0.056867,0.091187,0.827998,0.846026,0.809970,0.350565,0.312462,0.388669,0.006007,0.011327,0.072968,0.078267,0.000000,3,0,0
100,137.934,0.389967,0.414730,0.388159,0.441301,9,0.00037052,2,0.035300,0.047218,0.023381,0.923352,0.895928,0.950776,0.429053,0.406487,0.451619,0.004911,0.002823,0.062572,0.063463,0.000000,6,0,2
125,149.909,0.353942,0.472165,0.452208,0.492122,9,0.00056269,1,0.036662,0.045986,0.027338,0.930047,0.911392,0.948701,0.489290,0.473003,0.505576,0.004734,0.003259,0.055903,0.057950,0.000000,6,0,2
150,232.350,0.320024,0.525059,0.515696,0.534423,12,0.00055342,1,0.037180,0.039828,0.034532,0.936037,0.930862,0.941212,0.544556,0.536235,0.552878,0.004118,0.004185,0.049004,0.053391,0.000000,9,0,2
175,248.256,0.289891,0.572589,0.584109,0.561069,12,0.00004854,1,0.036411,0.036132,0.036691,0.942163,0.943662,0.940663,0.593435,0.605215,0.581655,0.003718,0.004563,0.041949,0.050529,0.000000,9,0,2
200,351.751,0.255391,0.629815,0.662322,0.597308,14,0.00004661,0,0.041034,0.039622,0.042446,0.940885,0.945588,0.936182,0.655613,0.688565,0.622662,0.004096,0.005213,0.033981,0.046484,0.000000,12,0,3
225,370.378,0.230239,0.673434,0.724077,0.622790,14,0.00012070,1,0.046696,0.045371,0.048022,0.937459,0.943449,0.931468,0.704813,0.756929,0.652698,0.004625,0.005955,0.027754,0.043674,0.000000,12,0,3
250,496.342,0.216584,0.696810,0.747154,0.646466,17,0.00016935,2,0.049689,0.045781,0.053597,0.935851,0.944651,0.927050,0.731237,0.781359,0.681115,0.004698,0.006652,0.025385,0.041095,0.000000,15,0,3
