pair	group	n	final_loss	final_mean_iou	best_mean_iou	best_loss	final_patches	final_overlap	srd_total_adds	total_seconds
cat_face_bass	planar	3	0.0758783	0.953197	0.954836	0.0733473	28.3333	0.00024756	21	12966.1
cat_face_bass	sphere	3	0.122996	0.923355	0.927009	0.116854	19.6667	0.00720022	20.3333	8975.01
horse_circle	planar	3	0.125327	0.938299	0.9404	0.121823	30.3333	0.000208587	27.3333	11758.3
horse_circle	sphere	3	0.176686	0.910468	0.916884	0.16579	22.6667	0.0118872	34.6667	9298.27
sun_moon	planar	3	0.0868187	0.94213	0.946232	0.080223	28	0.000315013	13.6667	10683.1
sun_moon	sphere	3	0.144324	0.901665	0.912674	0.13244	18.3333	0.00706637	21.3333	8357.29
