## SLURM PROLOG ###############################################################
##    Job ID : 4079939
##  Job Name : 20260718_0323_comparison_sun_moon_basic
##  Nodelist : gpu2604
##      CPUs : 
##  Mem/Node : 128000 MB
## Directory : /oscar/home/cjmok/automated-perspective-sculptor
##   Job Started : Sat Jul 18 03:39:52 AM EDT 2026
###############################################################################
[Swept volume] building (resolution=256)...
[Run] mode=full, trials=3, seeds=[0, 1, 2], steps=2000, srd=False, ablation_flags={'disable_swept_volume_adds': False, 'loss_only_deletion': False, 'disable_splitting': False}
[Trial 1/3] seed=0
[Patch] mapbox-earcut is not installed; falling back to fan fill, so non-convex pieces will render incorrectly. Install it with: pip install mapbox-earcut
  step 50/2000: loss=0.498827, patches=20
  step 100/2000: loss=0.374549, patches=20
  step 150/2000: loss=0.333423, patches=20
  step 200/2000: loss=0.302363, patches=20
  step 250/2000: loss=0.282418, patches=20
  step 300/2000: loss=0.258710, patches=20
  step 350/2000: loss=0.245295, patches=20
  step 400/2000: loss=0.233177, patches=20
  step 450/2000: loss=0.232980, patches=20
  step 500/2000: loss=0.233535, patches=20
  step 550/2000: loss=0.224052, patches=20
  step 600/2000: loss=0.217734, patches=20
  step 650/2000: loss=0.216373, patches=20
  step 700/2000: loss=0.214155, patches=20
  step 750/2000: loss=0.215119, patches=20
  step 800/2000: loss=0.213415, patches=20
  step 850/2000: loss=0.211927, patches=20
  step 900/2000: loss=0.206018, patches=20
  step 950/2000: loss=0.204984, patches=20
  step 1000/2000: loss=0.202636, patches=20
  step 1050/2000: loss=0.201925, patches=20
  step 1100/2000: loss=0.203284, patches=20
  step 1150/2000: loss=0.201649, patches=20
  step 1200/2000: loss=0.201948, patches=20
  step 1250/2000: loss=0.202064, patches=20
  step 1300/2000: loss=0.202421, patches=20
  step 1350/2000: loss=0.202477, patches=20
  step 1400/2000: loss=0.201204, patches=20
  step 1450/2000: loss=0.202461, patches=20
  step 1500/2000: loss=0.201126, patches=20
  step 1550/2000: loss=0.202254, patches=20
  step 1600/2000: loss=0.200709, patches=20
  step 1650/2000: loss=0.200473, patches=20
  step 1700/2000: loss=0.200402, patches=20
  step 1750/2000: loss=0.201102, patches=20
  step 1800/2000: loss=0.201514, patches=20
  step 1850/2000: loss=0.200381, patches=20
  step 1900/2000: loss=0.201325, patches=20
  step 1950/2000: loss=0.199046, patches=20
  step 2000/2000: loss=0.197017, patches=20
[Trial 1] done: loss=0.196891, time=2032.9s
[Trial 2/3] seed=1
  step 50/2000: loss=0.504454, patches=20
  step 100/2000: loss=0.373202, patches=20
  step 150/2000: loss=0.315677, patches=20
  step 200/2000: loss=0.278269, patches=20
  step 250/2000: loss=0.272968, patches=20
  step 300/2000: loss=0.249398, patches=20
  step 350/2000: loss=0.233830, patches=20
