job_id	job_name	pair	method	seed	output_dir
4087122	conv_horse_circle_srd_seed0	horse_circle	srd	0	/oscar/home/cjmok/automated-perspective-sculptor/results/convergence_canary/conv_horse_circle_srd_seed0
4087123	conv_horse_circle_base_seed0	horse_circle	base	0	/oscar/home/cjmok/automated-perspective-sculptor/results/convergence_canary/conv_horse_circle_base_seed0
