step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs,mean_spill,view1_spill,view2_spill,mean_precision,view1_precision,view2_precision,mean_coverage,view1_coverage,view2_coverage,view1_negative_space,view2_negative_space,view1_silhouette,view2_silhouette
1,1.424,0.827046,0.198164,0.185583,0.210744,20,0.00001341,0,0.343975,0.125539,0.562410,0.496937,0.624607,0.369268,0.269075,0.208881,0.329268,0.029487,0.032944,0.175920,0.068544
25,27.354,0.616350,0.308030,0.286317,0.329743,20,0.00003189,0,0.173120,0.047459,0.298780,0.726211,0.863375,0.589048,0.364085,0.299905,0.428264,0.010904,0.017214,0.143293,0.048090
50,198.877,0.525159,0.388693,0.391047,0.386338,21,0.00005941,1,0.156598,0.031990,0.281205,0.782130,0.926552,0.637708,0.449268,0.403557,0.494978,0.007311,0.016001,0.120273,0.043110
75,226.634,0.454752,0.452713,0.490950,0.414476,21,0.00003105,1,0.148847,0.029043,0.268651,0.803744,0.945637,0.661851,0.515517,0.505209,0.525825,0.006537,0.015255,0.100045,0.040636
100,407.362,0.413520,0.487910,0.562506,0.413314,21,0.00005879,3,0.147802,0.029464,0.266141,0.807231,0.951582,0.662881,0.551197,0.579080,0.523314,0.006820,0.015154,0.086108,0.040732
125,435.170,0.369719,0.530680,0.647245,0.414114,21,0.00003035,3,0.170399,0.029464,0.311334,0.796627,0.957653,0.635600,0.604679,0.666316,0.543042,0.006533,0.017873,0.068867,0.042163
150,617.337,0.340137,0.558824,0.697603,0.420044,23,0.00009723,5,0.170840,0.031779,0.309900,0.798707,0.957715,0.639700,0.634994,0.719773,0.550215,0.007372,0.017591,0.059362,0.041513
175,648.221,0.326442,0.567384,0.723474,0.411295,23,0.00005783,3,0.167210,0.032411,0.302009,0.798906,0.958412,0.639400,0.641216,0.746922,0.535509,0.007449,0.017408,0.054254,0.042119
200,828.431,0.319282,0.578532,0.744002,0.413061,21,0.00000843,1,0.178858,0.039566,0.318149,0.791259,0.951333,0.631185,0.658958,0.773440,0.544476,0.009081,0.018240,0.050267,0.042498
225,856.332,0.314490,0.581401,0.755355,0.407447,21,0.00000485,1,0.182944,0.036620,0.329268,0.788616,0.955322,0.621911,0.662311,0.783016,0.541607,0.008356,0.018867,0.048018,0.043200
