step,seconds,mean_iou,view1_iou,view2_iou,loss,patches
1,1.370,0.156898,0.173700,0.140095,1.080129,20
25,25.438,0.268778,0.306563,0.230993,0.854215,20
50,187.058,0.412319,0.458739,0.365900,0.683073,23
75,216.426,0.531225,0.592906,0.469545,0.558552,23
100,375.817,0.604307,0.665959,0.542655,0.482291,22
125,403.805,0.655266,0.696810,0.613721,0.432246,22
150,577.918,0.684296,0.699346,0.669246,0.401497,24
175,608.863,0.708658,0.709164,0.708153,0.373644,24
200,806.445,0.729699,0.716942,0.742457,0.346493,27
225,841.660,0.755124,0.727564,0.782683,0.319001,27
250,1041.174,0.775492,0.733677,0.817307,0.305928,24
275,1071.714,0.782490,0.738867,0.826113,0.299025,24
300,1268.697,0.791352,0.756419,0.826285,0.288029,27
325,1304.105,0.805405,0.760434,0.850376,0.274163,27
350,1493.053,0.810258,0.755317,0.865198,0.281614,22
375,1521.421,0.814960,0.738812,0.891108,0.285953,22
400,1694.505,0.817699,0.732876,0.902523,0.289437,21
425,1721.138,0.820084,0.731220,0.908947,0.287618,21
450,1891.632,0.827711,0.729572,0.925850,0.280678,21
475,1918.300,0.835016,0.732405,0.937628,0.273448,21
500,2091.084,0.839823,0.731910,0.947737,0.266657,24
525,2121.942,0.846918,0.742603,0.951232,0.246658,24
550,2305.732,0.851039,0.748032,0.954047,0.237630,22
575,2333.973,0.851420,0.751124,0.951716,0.234485,22
600,2501.974,0.849828,0.755414,0.944242,0.235621,20
625,2527.551,0.848202,0.752734,0.943669,0.238760,20
650,2690.295,0.845188,0.752065,0.938310,0.241139,20
675,2715.780,0.840893,0.755669,0.926117,0.244381,20
700,2879.084,0.840939,0.759990,0.921887,0.239901,20
725,2904.687,0.842273,0.761174,0.923371,0.239913,20
750,3069.213,0.842339,0.762154,0.922524,0.239503,20
775,3094.682,0.840191,0.757198,0.923183,0.242010,20
800,3258.464,0.841592,0.759016,0.924167,0.239291,23
825,3288.065,0.842318,0.772152,0.912484,0.232351,23
850,3455.583,0.845039,0.771492,0.918585,0.230197,20
875,3480.752,0.843652,0.769989,0.917316,0.229924,20
900,3641.348,0.842358,0.773794,0.910922,0.227977,20
925,3666.528,0.842657,0.773660,0.911654,0.229114,20
950,3827.432,0.841265,0.774603,0.907927,0.229585,20
975,3852.396,0.842048,0.773938,0.910159,0.228283,20
1000,4014.168,0.843649,0.779011,0.908286,0.225740,20
1025,4039.721,0.839414,0.782463,0.896365,0.224934,20
1050,4205.183,0.843605,0.791620,0.895589,0.220819,21
1075,4231.983,0.841838,0.794244,0.889433,0.220328,21
1100,4396.544,0.841657,0.795778,0.887537,0.220168,20
1125,4421.812,0.842077,0.797086,0.887067,0.220375,20
1150,4583.911,0.842097,0.796143,0.888051,0.220042,20
1175,4609.058,0.842657,0.796454,0.888860,0.220338,20
1200,4771.846,0.842706,0.796883,0.888529,0.219919,20
1225,4797.003,0.844152,0.798571,0.889734,0.218451,20
1250,4960.724,0.843998,0.798570,0.889425,0.217484,22
1275,4988.625,0.844686,0.801240,0.888132,0.217439,22
1300,5154.590,0.844842,0.801897,0.887787,0.217809,20
1325,5179.808,0.843848,0.802002,0.885695,0.217981,20
1350,5342.321,0.843485,0.805243,0.881728,0.217894,20
1375,5367.510,0.843270,0.805938,0.880603,0.216927,20
1400,5530.147,0.842982,0.805399,0.880565,0.217917,20
1425,5555.372,0.841829,0.804216,0.879442,0.220174,20
1450,5717.264,0.841840,0.804385,0.879294,0.219168,20
1475,5742.661,0.843449,0.806192,0.880705,0.218011,20
1500,5905.157,0.842464,0.803212,0.881715,0.219230,20
1525,5930.248,0.842864,0.804758,0.880970,0.218192,20
1550,6092.352,0.843888,0.806881,0.880896,0.217153,20
1575,6117.666,0.843512,0.806848,0.880177,0.217539,20
1600,6273.840,0.843945,0.808943,0.878946,0.217709,19
1625,6297.712,0.844342,0.808961,0.879723,0.218123,19
1650,6450.981,0.843815,0.807994,0.879635,0.217550,19
1675,6474.752,0.843814,0.807440,0.880188,0.218361,19
1700,6622.315,0.842521,0.805697,0.879345,0.219799,18
1725,6644.781,0.841078,0.802983,0.879172,0.221384,18
1750,6788.832,0.841333,0.802552,0.880114,0.221125,18
1775,6811.163,0.840894,0.801706,0.880082,0.222101,18
1800,6954.639,0.840294,0.800845,0.879743,0.222443,18
1825,6977.102,0.840598,0.800585,0.880611,0.223624,18
1850,7121.357,0.841631,0.801876,0.881385,0.222345,18
1875,7143.706,0.841987,0.801843,0.882131,0.221648,18
1900,7289.288,0.841191,0.803050,0.879332,0.223106,18
1925,7311.687,0.840508,0.802262,0.878754,0.222295,18
1950,7456.219,0.839860,0.802369,0.877350,0.222635,18
1975,7478.687,0.841081,0.803888,0.878274,0.222260,18
2000,7623.354,0.839833,0.802350,0.877317,0.224147,18
