step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs,mean_spill,view1_spill,view2_spill,mean_precision,view1_precision,view2_precision,mean_coverage,view1_coverage,view2_coverage,view1_negative_space,view2_negative_space,view1_silhouette,view2_silhouette,lambda_count
1,1.349,0.721905,0.285406,0.264819,0.305994,20,0.00017358,0,0.193571,0.180171,0.206971,0.637590,0.634321,0.640860,0.340929,0.312531,0.369326,0.024248,0.030491,0.104397,0.108828,0.010000
25,25.287,0.468361,0.470978,0.457935,0.484020,20,0.00014587,1,0.087992,0.070793,0.105190,0.854757,0.873842,0.835673,0.512644,0.490354,0.534934,0.009351,0.015447,0.069589,0.074098,0.010000
50,177.496,0.299011,0.669046,0.678847,0.659246,23,0.00007477,1,0.078788,0.065090,0.092486,0.901805,0.917412,0.886199,0.721625,0.723033,0.720217,0.008439,0.013512,0.040594,0.048084,0.010000
75,204.531,0.220513,0.759155,0.767666,0.750645,23,0.00011726,0,0.072301,0.063580,0.081022,0.918486,0.927754,0.909217,0.813969,0.816474,0.811464,0.008011,0.011904,0.028960,0.034560,0.010000
100,368.879,0.181241,0.807909,0.824311,0.791506,21,0.00035362,1,0.071618,0.059889,0.083346,0.923630,0.935849,0.911411,0.865577,0.873679,0.857475,0.007729,0.012007,0.021772,0.028691,0.010000
125,393.686,0.160348,0.830217,0.852294,0.808140,21,0.00057137,1,0.064996,0.052843,0.077149,0.931487,0.944386,0.918588,0.883910,0.897333,0.870488,0.006742,0.011096,0.018124,0.026273,0.010000
150,548.354,0.148365,0.837347,0.856433,0.818262,20,0.00023206,1,0.053695,0.046972,0.060418,0.942562,0.950222,0.934902,0.882181,0.896662,0.867699,0.006013,0.008649,0.017609,0.024461,0.010000
175,572.439,0.138474,0.846712,0.866527,0.826898,20,0.00022045,1,0.047287,0.039423,0.055151,0.949307,0.958066,0.940548,0.886595,0.900688,0.872502,0.004995,0.008031,0.016272,0.023322,0.010000
200,722.088,0.122413,0.863938,0.886171,0.841704,19,0.00030730,1,0.043313,0.028686,0.057940,0.954200,0.969492,0.938909,0.901032,0.911592,0.890473,0.003520,0.008118,0.013756,0.021157,0.010000
225,745.024,0.115654,0.871505,0.888090,0.854919,19,0.00020265,1,0.040919,0.026841,0.054996,0.956968,0.971408,0.942529,0.906932,0.911928,0.901936,0.003378,0.007881,0.013464,0.019410,0.010000
250,895.117,0.109975,0.877437,0.891848,0.863026,19,0.00050932,1,0.038208,0.026841,0.049574,0.959818,0.971525,0.948111,0.910798,0.915786,0.905809,0.003479,0.007063,0.013095,0.018174,0.010000
275,918.185,0.101141,0.886917,0.898239,0.875596,19,0.00092900,0,0.034250,0.028686,0.039814,0.963996,0.969889,0.958102,0.917232,0.924006,0.910457,0.003593,0.005814,0.012277,0.016517,0.010000
300,1063.758,0.092826,0.895317,0.913397,0.877237,19,0.00028967,1,0.034553,0.030532,0.038575,0.963981,0.968583,0.959380,0.926181,0.941285,0.911077,0.003792,0.005330,0.010324,0.015989,0.010000
325,1087.162,0.087533,0.901409,0.919688,0.883131,19,0.00011949,1,0.031584,0.031874,0.031294,0.967143,0.967505,0.966782,0.929884,0.949002,0.910767,0.004075,0.004381,0.009677,0.015245,0.010000
350,1238.635,0.080833,0.906936,0.927671,0.886200,19,0.00006030,1,0.027841,0.025164,0.030519,0.970942,0.974222,0.967663,0.932130,0.951015,0.913246,0.003218,0.004137,0.008653,0.014600,0.010000
375,1262.254,0.077800,0.911156,0.928466,0.893845,19,0.00005528,1,0.025827,0.027177,0.024477,0.973130,0.972293,0.973966,0.934712,0.953699,0.915724,0.003484,0.003544,0.008554,0.013853,0.010000
400,1413.500,0.072248,0.917973,0.940284,0.895663,19,0.00006664,1,0.024858,0.028183,0.021534,0.974340,0.971674,0.977006,0.940867,0.966784,0.914950,0.003654,0.003107,0.007121,0.013565,0.010000
425,1437.169,0.070176,0.919898,0.944118,0.895679,19,0.00006587,1,0.024181,0.026673,0.021689,0.975033,0.973219,0.976848,0.942203,0.969300,0.915105,0.003395,0.003060,0.006661,0.013488,0.010000
450,1590.929,0.069013,0.920969,0.945924,0.896013,19,0.00008978,1,0.024420,0.026841,0.021998,0.974825,0.973109,0.976541,0.943519,0.971314,0.915724,0.003431,0.002906,0.006408,0.013408,0.010000
475,1614.769,0.067284,0.922726,0.949533,0.895919,19,0.00010747,1,0.022445,0.023822,0.021069,0.976785,0.976082,0.977487,0.943474,0.972152,0.914795,0.003156,0.002778,0.006093,0.013343,0.010000
500,1761.067,0.067793,0.921959,0.949836,0.894082,18,0.00011717,1,0.022116,0.023318,0.020914,0.977086,0.976572,0.977601,0.942383,0.971985,0.912781,0.003038,0.002778,0.006004,0.013659,0.010000
525,1783.684,0.066689,0.922971,0.948861,0.897081,18,0.00011956,1,0.021270,0.023486,0.019055,0.977984,0.976387,0.979582,0.942660,0.971146,0.914175,0.003029,0.002621,0.006114,0.013262,0.010000
550,1929.275,0.065225,0.924644,0.948878,0.900411,18,0.00012408,1,0.020586,0.023822,0.017351,0.978738,0.976066,0.981411,0.943758,0.971481,0.916034,0.003102,0.002442,0.006112,0.012829,0.010000
