step,seconds,mean_iou,view1_iou,view2_iou,loss,patches
1,1.388,0.189705,0.150530,0.228880,0.960436,20
25,26.737,0.247719,0.191705,0.303733,0.737847,20
50,52.613,0.313788,0.237039,0.390537,0.669315,20
75,77.980,0.354826,0.261608,0.448043,0.630422,20
100,103.145,0.391971,0.285941,0.498001,0.593309,20
125,128.532,0.430660,0.310278,0.551042,0.560486,20
150,154.216,0.464576,0.323636,0.605515,0.542787,20
175,179.608,0.487443,0.333864,0.641022,0.533602,20
200,205.271,0.503178,0.333817,0.672539,0.521624,20
225,230.893,0.508841,0.328062,0.689620,0.516889,20
250,256.896,0.510552,0.323649,0.697454,0.509288,20
275,282.487,0.522777,0.332944,0.712610,0.493077,20
300,308.419,0.527224,0.333624,0.720823,0.489884,20
325,334.000,0.531373,0.341051,0.721694,0.488511,20
350,359.729,0.545403,0.350557,0.740250,0.477341,20
375,385.171,0.551702,0.357288,0.746116,0.473957,20
400,410.700,0.556811,0.362665,0.750956,0.474194,20
425,436.419,0.561834,0.370626,0.753043,0.470457,20
450,462.259,0.565691,0.372449,0.758933,0.463233,20
475,487.518,0.569700,0.379496,0.759905,0.457794,20
500,512.784,0.579544,0.391667,0.767421,0.446920,20
525,537.588,0.596296,0.421309,0.771283,0.427796,20
550,562.834,0.607358,0.436220,0.778496,0.417935,20
575,587.339,0.611420,0.440029,0.782812,0.414070,20
600,611.818,0.610510,0.440102,0.780918,0.417432,20
625,636.555,0.610253,0.440651,0.779855,0.417084,20
650,661.003,0.612653,0.435966,0.789339,0.416228,20
675,685.681,0.608244,0.437922,0.778566,0.424523,20
700,710.093,0.610824,0.435029,0.786619,0.420649,20
725,734.451,0.609796,0.436459,0.783133,0.420921,20
750,758.971,0.611993,0.442764,0.781222,0.421279,20
775,783.684,0.610709,0.444711,0.776706,0.426186,20
800,808.769,0.613737,0.449437,0.778038,0.422777,20
825,833.836,0.609890,0.446434,0.773347,0.427662,20
