step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs
1,1.499,1.147478,0.241228,0.186549,0.295908,20,0.00048697,0
25,27.329,0.835906,0.419787,0.392646,0.446927,20,0.00025919,0
50,52.978,0.610417,0.572448,0.549383,0.595513,20,0.00003697,0
75,78.420,0.470027,0.675031,0.649678,0.700384,20,0.00036222,0
100,104.562,0.384786,0.736880,0.689736,0.784023,20,0.00089852,1
125,130.778,0.337017,0.772896,0.706770,0.839022,20,0.00026102,1
150,156.821,0.312765,0.790447,0.717285,0.863610,20,0.00053537,1
175,182.381,0.303122,0.796948,0.720332,0.873565,20,0.00041625,2
200,208.299,0.295686,0.803214,0.726019,0.880409,20,0.00045004,1
225,234.592,0.289976,0.806473,0.726606,0.886340,20,0.00018797,1
250,261.013,0.289663,0.807707,0.728171,0.887243,20,0.00028044,2
275,287.264,0.287362,0.806907,0.732778,0.881037,20,0.00034929,3
300,313.562,0.285480,0.807201,0.736453,0.877948,20,0.00037615,2
325,339.650,0.284880,0.806068,0.733406,0.878731,20,0.00017352,0
350,365.600,0.276346,0.808988,0.741529,0.876447,20,0.00024496,1
375,391.487,0.260088,0.820224,0.749119,0.891330,20,0.00015911,0
400,417.331,0.242899,0.831799,0.755490,0.908108,20,0.00007417,0
425,443.275,0.236926,0.836567,0.755209,0.917925,20,0.00006820,0
450,469.142,0.232562,0.840793,0.754391,0.927195,20,0.00006704,0
475,494.964,0.230389,0.841275,0.757680,0.924870,20,0.00007865,0
500,520.854,0.230073,0.840882,0.761480,0.920284,20,0.00006865,0
525,546.709,0.225349,0.843911,0.764909,0.922913,20,0.00009829,0
550,572.573,0.220727,0.846652,0.764115,0.929189,20,0.00007676,0
575,598.720,0.215258,0.850723,0.765420,0.936027,20,0.00004778,1
600,624.869,0.212604,0.852872,0.767260,0.938483,20,0.00008219,0
625,650.596,0.209004,0.855378,0.769239,0.941518,20,0.00006685,0
650,676.376,0.206770,0.857165,0.771493,0.942837,20,0.00000071,0
675,702.136,0.205310,0.857983,0.771161,0.944806,20,0.00000391,0
700,727.796,0.207131,0.856598,0.773126,0.940069,20,0.00000038,0
725,753.606,0.206567,0.857308,0.773348,0.941267,20,0.00000155,0
750,779.309,0.202829,0.860121,0.773367,0.946875,20,0.00000105,0
775,804.981,0.201317,0.861521,0.773901,0.949140,20,0.00000172,0
800,830.792,0.202967,0.860600,0.772977,0.948223,20,0.00000213,0
825,856.451,0.201111,0.861715,0.772273,0.951156,20,0.00000332,0
850,882.218,0.200708,0.862331,0.773167,0.951494,20,0.00000328,0
875,907.862,0.200920,0.861662,0.772625,0.950699,20,0.00000419,0
900,933.497,0.200371,0.862002,0.770929,0.953075,20,0.00000518,0
925,959.301,0.200562,0.862338,0.773650,0.951026,20,0.00000343,0
950,984.971,0.199728,0.863073,0.772015,0.954131,20,0.00000556,0
975,1010.718,0.195599,0.866688,0.771678,0.961698,20,0.00000436,0
1000,1036.365,0.192506,0.869069,0.772653,0.965485,20,0.00001032,0
1025,1062.018,0.191986,0.869594,0.773200,0.965987,20,0.00001498,0
1050,1087.801,0.190162,0.871485,0.772459,0.970512,20,0.00006794,0
1075,1113.468,0.188248,0.872158,0.773344,0.970972,20,0.00005060,0
1100,1139.413,0.189786,0.871412,0.770888,0.971936,20,0.00007563,0
1125,1165.616,0.190039,0.872207,0.771173,0.973242,20,0.00009942,1
1150,1191.783,0.189187,0.872102,0.770725,0.973479,20,0.00003277,1
1175,1217.730,0.188871,0.872592,0.770865,0.974320,20,0.00003862,1
