job	pair	arm	config	seed	stop_reason	final_step	final_loss	final_mean_iou	final_view1_iou	final_view2_iou	best_mean_iou	best_mean_iou_step	final_mean_tversky	best_mean_tversky	final_patches	start_patches	max_patches	min_patches	mean_patches	final_mean_spill	final_mean_precision	final_mean_coverage	final_overlap	srd_total_adds	srd_total_splits	srd_total_deletes	total_seconds
neg_sun_moon_hinge2_restart_importnet_unconstrained_nonorm1p25	sun_moon	hinge2_restart_importnet_unconstrained	nonorm1p25	0	converged	2125	0.189855	0.773442	0.568566	0.978318	0.777546	1850	0.955102	0.959754	5	5	5	5	5.000	0.016937	0.973741	0.783925	0.00001538	0	0	0	3902.349
neg_water_fire_hinge2_restart_importnet_unconstrained_nonorm1p25	water_fire	hinge2_restart_importnet_unconstrained	nonorm1p25	0	converged	1500	0.130873	0.799607	0.799904	0.799310	0.799997	1275	0.940579	0.946744	4	5	5	4	4.328	0.039604	0.954651	0.831277	0.00029742	0	0	1	1610.259
neg_cat_face_bass_hinge2_restart_importnet_unconstrained_nonorm1p25	cat_face_bass	hinge2_restart_importnet_unconstrained	nonorm1p25	0	converged	2100	0.151910	0.845606	0.844550	0.846662	0.847158	1675	0.960689	0.961649	5	5	5	5	5.000	0.024540	0.972556	0.866350	0.00342159	0	0	0	2345.367
neg_horse_circle_hinge2_restart_importnet_unconstrained_nonorm1p25	horse_circle	hinge2_restart_importnet_unconstrained	nonorm1p25	0	converged	2000	0.135325	0.885436	0.780353	0.990520	0.885436	2000	0.967994	0.969284	5	5	5	5	5.000	0.022478	0.974058	0.903547	0.00000000	0	0	0	2260.291
neg_robot_man_hinge2_restart_importnet_unconstrained_nonorm1p25	robot_man	hinge2_restart_importnet_unconstrained	nonorm1p25	0	converged	1875	0.157908	0.740385	0.810947	0.669822	0.745303	925	0.908959	0.910913	5	5	5	5	5.000	0.063539	0.924149	0.785299	0.00120952	0	0	0	2016.873
