step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs,mean_spill,view1_spill,view2_spill,mean_precision,view1_precision,view2_precision,mean_coverage,view1_coverage,view2_coverage,view1_negative_space,view2_negative_space,view1_silhouette,view2_silhouette,lambda_count
1,1.394,1.489770,0.161199,0.164435,0.157964,20,0.00000000,0,0.076986,0.090495,0.063476,0.695182,0.664598,0.725765,0.173653,0.179315,0.167990,0.024774,0.027771,0.196353,0.273964,0.000000
25,27.125,1.182863,0.290809,0.296457,0.285161,20,0.00000000,0,0.037297,0.050037,0.024557,0.891992,0.861519,0.922466,0.301727,0.311291,0.292163,0.013400,0.010479,0.158564,0.223785,0.000000
50,200.637,0.921692,0.441259,0.433435,0.449083,23,0.00000849,0,0.029624,0.038132,0.021115,0.938928,0.921875,0.955982,0.454264,0.449963,0.458565,0.010215,0.009006,0.125870,0.171748,0.000000
75,231.560,0.721139,0.557126,0.534412,0.579840,23,0.00007628,0,0.025157,0.035156,0.015158,0.957571,0.940247,0.974896,0.570914,0.553199,0.588629,0.009348,0.006325,0.102635,0.129890,0.000000
100,433.378,0.603720,0.627459,0.606645,0.648273,26,0.00069729,1,0.020456,0.027344,0.013569,0.968869,0.957970,0.979767,0.640151,0.623233,0.657069,0.007534,0.005795,0.085939,0.108474,0.000000
125,468.667,0.516131,0.682287,0.663861,0.700712,26,0.00067898,1,0.020265,0.027623,0.012907,0.971612,0.961085,0.982140,0.695978,0.682199,0.709756,0.007560,0.005491,0.073088,0.092273,0.000000
150,682.362,0.443517,0.728757,0.715404,0.742111,27,0.00038794,2,0.022328,0.033668,0.010988,0.971010,0.956454,0.985566,0.744878,0.739490,0.750265,0.008983,0.004674,0.061779,0.079141,0.000000
175,719.294,0.391443,0.763644,0.736575,0.790713,27,0.00003225,1,0.028205,0.044364,0.012047,0.965321,0.945473,0.985169,0.784745,0.769252,0.800238,0.012208,0.004945,0.057814,0.064082,0.000000
200,951.917,0.341247,0.795899,0.771040,0.820758,30,0.00002803,2,0.031767,0.052083,0.011451,0.963031,0.939668,0.986394,0.820677,0.811198,0.830156,0.013910,0.004702,0.049805,0.054631,0.000000
225,992.596,0.314949,0.814133,0.786911,0.841354,30,0.00000849,1,0.032711,0.054501,0.010921,0.962845,0.938368,0.987322,0.840171,0.829799,0.850543,0.015174,0.004526,0.046825,0.048306,0.000000
250,1232.208,0.282965,0.838211,0.815166,0.861256,30,0.00000317,0,0.037930,0.059710,0.016150,0.958614,0.935347,0.981880,0.869502,0.863839,0.875165,0.016474,0.006740,0.040367,0.042347,0.000000
275,1272.602,0.265561,0.853135,0.821091,0.885180,30,0.00000221,1,0.045823,0.072452,0.019195,0.951572,0.923978,0.979167,0.891376,0.880580,0.902171,0.019744,0.008401,0.039208,0.035240,0.000000
300,1518.592,0.252751,0.862832,0.813171,0.912493,29,0.00003141,0,0.051052,0.083240,0.018864,0.946887,0.913660,0.980113,0.905283,0.880859,0.929706,0.023158,0.008260,0.041915,0.026619,0.000000
325,1558.382,0.236665,0.876182,0.794598,0.957766,29,0.00033460,2,0.062768,0.105283,0.020254,0.936324,0.892955,0.979693,0.927710,0.878255,0.977164,0.029356,0.008725,0.047354,0.012416,0.000000
350,1814.973,0.232466,0.878245,0.792840,0.963651,29,0.00055657,3,0.064550,0.109375,0.019725,0.934862,0.889401,0.980322,0.931108,0.879557,0.982658,0.029925,0.008645,0.047585,0.010489,0.000000
375,1854.899,0.232484,0.880221,0.790578,0.969864,29,0.00046112,4,0.068251,0.117374,0.019129,0.931864,0.882714,0.981014,0.935894,0.883371,0.988417,0.032223,0.008485,0.048373,0.008661,0.000000
400,2110.867,0.228606,0.884571,0.789500,0.979642,29,0.00046159,3,0.071435,0.128441,0.014429,0.929842,0.873996,0.985688,0.942341,0.890904,0.993778,0.035488,0.006502,0.049292,0.005807,0.000000
425,2151.100,0.229787,0.886292,0.793033,0.979551,29,0.00030831,3,0.075511,0.134673,0.016349,0.926831,0.869819,0.983844,0.947699,0.899833,0.995565,0.037085,0.007201,0.048569,0.005811,0.000000
450,2408.284,0.231702,0.887784,0.797684,0.977885,31,0.00034743,3,0.079069,0.140532,0.017607,0.924407,0.866200,0.982614,0.952443,0.909784,0.995102,0.038817,0.007579,0.047858,0.006097,0.000000
