step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs,mean_spill,view1_spill,view2_spill,mean_precision,view1_precision,view2_precision,mean_coverage,view1_coverage,view2_coverage,view1_negative_space,view2_negative_space,view1_silhouette,view2_silhouette
1,1.408,1.255568,0.156907,0.189697,0.124116,20,0.00019250,0,0.162589,0.112745,0.212434,0.533243,0.651838,0.414649,0.180784,0.211084,0.150483,0.027994,0.048116,0.182323,0.198100
25,26.858,0.981256,0.272606,0.298704,0.246508,20,0.00000069,1,0.087846,0.057323,0.118368,0.772998,0.846381,0.699615,0.295756,0.315826,0.275686,0.014034,0.026551,0.149813,0.156980
50,186.060,0.755156,0.431866,0.439583,0.424150,23,0.00037032,0,0.070961,0.044818,0.097103,0.869223,0.911093,0.827353,0.462310,0.459284,0.465336,0.010747,0.021644,0.117996,0.117441
75,215.473,0.572073,0.567603,0.544992,0.590213,23,0.00011668,1,0.059645,0.041717,0.077574,0.911419,0.931550,0.891288,0.601863,0.567727,0.635999,0.009958,0.017091,0.095299,0.081841
100,391.322,0.425946,0.680474,0.637131,0.723817,24,0.00014875,0,0.052530,0.043217,0.061842,0.932239,0.938949,0.925529,0.716623,0.664666,0.768580,0.010311,0.013602,0.075880,0.054111
125,422.330,0.344555,0.742072,0.681665,0.802479,24,0.00021730,1,0.045375,0.040516,0.050233,0.944857,0.945964,0.943749,0.776037,0.709284,0.842790,0.009702,0.010960,0.066469,0.038001
150,614.917,0.295274,0.779021,0.720199,0.837843,26,0.00010236,1,0.041212,0.044018,0.038407,0.951209,0.944696,0.957721,0.810962,0.751901,0.870023,0.010428,0.008212,0.058410,0.030670
175,648.659,0.258980,0.807165,0.763561,0.850768,26,0.00011924,2,0.037369,0.043818,0.030921,0.956917,0.947888,0.965946,0.837047,0.797019,0.877075,0.010702,0.006751,0.049374,0.028198
200,858.820,0.223719,0.836446,0.804479,0.868413,28,0.00019040,0,0.038391,0.045318,0.031464,0.957466,0.948866,0.966066,0.868336,0.840936,0.895736,0.011063,0.006822,0.040807,0.024779
225,895.279,0.195817,0.858342,0.837349,0.879334,28,0.00033396,1,0.037865,0.046218,0.029511,0.959158,0.949886,0.968431,0.890667,0.876050,0.905284,0.011366,0.006249,0.033903,0.022485
