step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs,mean_spill,view1_spill,view2_spill,mean_precision,view1_precision,view2_precision,mean_coverage,view1_coverage,view2_coverage,view1_negative_space,view2_negative_space,view1_silhouette,view2_silhouette,lambda_count
1,1.392,1.012011,0.150333,0.126963,0.173704,20,0.00016185,0,0.466056,0.203275,0.728837,0.360439,0.429077,0.291802,0.226538,0.152771,0.300305,0.042887,0.056541,0.185008,0.102577,0.010000
25,26.610,0.779154,0.204872,0.156126,0.253619,20,0.00001391,1,0.229354,0.097343,0.361366,0.563145,0.637681,0.488610,0.258296,0.171324,0.345268,0.020354,0.027551,0.163319,0.072443,0.010000
50,184.426,0.696059,0.255371,0.200894,0.309847,23,0.00011704,1,0.172043,0.075699,0.268387,0.667395,0.740581,0.594209,0.304554,0.216102,0.393006,0.015702,0.020397,0.151573,0.062370,0.010000
75,212.646,0.604637,0.346508,0.279067,0.413949,23,0.00001488,1,0.145690,0.065735,0.225645,0.755573,0.818985,0.692162,0.402383,0.297412,0.507355,0.013492,0.017091,0.135317,0.050934,0.010000
100,392.286,0.510336,0.443071,0.390122,0.496020,25,0.00008895,0,0.136526,0.052680,0.220372,0.809708,0.886307,0.733109,0.508001,0.410673,0.605329,0.010872,0.016711,0.112978,0.043322,0.010000
125,423.211,0.453259,0.493988,0.461673,0.526303,25,0.00001392,2,0.117926,0.048786,0.187066,0.839019,0.908466,0.769573,0.554477,0.484196,0.624757,0.010136,0.014247,0.099316,0.039576,0.010000
150,588.830,0.407783,0.537795,0.527887,0.547703,24,0.00017206,1,0.112684,0.047183,0.178185,0.852489,0.921359,0.783620,0.599045,0.552794,0.645296,0.009708,0.013526,0.086767,0.037504,0.010000
175,618.033,0.363574,0.574519,0.586988,0.562051,24,0.00011859,0,0.100254,0.042029,0.158479,0.869978,0.935704,0.804251,0.631391,0.611658,0.651124,0.008377,0.012077,0.075254,0.035682,0.010000
200,817.472,0.335010,0.602598,0.632777,0.572419,24,0.00019198,2,0.098779,0.036303,0.161255,0.876157,0.947543,0.804772,0.660236,0.655749,0.664724,0.007556,0.012244,0.066794,0.034931,0.010000
225,847.595,0.306566,0.625488,0.672055,0.578922,24,0.00008557,1,0.088646,0.034356,0.142936,0.887628,0.952904,0.822353,0.678408,0.695144,0.661671,0.007136,0.010751,0.059467,0.033758,0.010000
250,1038.675,0.288009,0.638014,0.696194,0.579834,23,0.00004862,3,0.082959,0.029088,0.136830,0.894543,0.960983,0.828103,0.687809,0.716445,0.659173,0.005666,0.010276,0.054497,0.033524,0.010000
275,1067.765,0.268233,0.658707,0.718196,0.599218,23,0.00002459,2,0.078282,0.020843,0.135720,0.903044,0.972357,0.833730,0.706855,0.733165,0.680544,0.004220,0.010309,0.050292,0.031849,0.010000
