step,seconds,mean_iou,view1_iou,view2_iou,loss,patches
1,1.426,0.223025,0.192892,0.253157,1.244460,20
25,27.665,0.366015,0.354845,0.377184,0.920942,20
50,54.349,0.483580,0.490873,0.476286,0.743843,20
75,81.166,0.547741,0.559800,0.535682,0.643611,20
100,107.710,0.607900,0.595964,0.619836,0.564556,20
125,134.204,0.659994,0.606391,0.713597,0.500876,20
150,160.530,0.691920,0.617837,0.766004,0.462244,20
175,186.292,0.704108,0.621062,0.787153,0.443065,20
200,212.406,0.721793,0.622074,0.821511,0.419383,20
225,238.014,0.734249,0.625123,0.843375,0.402451,20
250,263.579,0.751144,0.635419,0.866868,0.374054,20
275,289.410,0.760166,0.641605,0.878728,0.362138,20
300,315.362,0.769849,0.646763,0.892936,0.350550,20
325,340.691,0.775128,0.652063,0.898192,0.344965,20
350,366.029,0.780792,0.663676,0.897909,0.335849,20
375,391.509,0.789446,0.676752,0.902140,0.323256,20
400,417.133,0.790876,0.681728,0.900023,0.320528,20
425,442.820,0.798768,0.688593,0.908942,0.307712,20
450,468.636,0.817068,0.706712,0.927424,0.281712,20
475,494.771,0.821577,0.711508,0.931647,0.274975,20
500,520.543,0.825787,0.718812,0.932761,0.268430,20
525,546.674,0.831807,0.726703,0.936911,0.260900,20
550,572.943,0.831825,0.728068,0.935582,0.260038,20
575,599.134,0.835702,0.732811,0.938593,0.254811,20
600,625.335,0.838699,0.736947,0.940451,0.249751,20
625,651.004,0.840370,0.740351,0.940390,0.247529,20
650,676.900,0.841971,0.739922,0.944020,0.245186,20
675,703.829,0.844022,0.742077,0.945968,0.241809,20
700,730.425,0.844551,0.745382,0.943720,0.241358,20
725,756.344,0.849069,0.753133,0.945005,0.236618,20
750,782.467,0.848342,0.755810,0.940873,0.234766,20
775,808.219,0.849521,0.755218,0.943824,0.232815,20
800,834.213,0.849398,0.757805,0.940991,0.232784,20
825,860.445,0.848200,0.758379,0.938020,0.233478,20
850,886.788,0.849175,0.761743,0.936608,0.231725,20
875,912.790,0.851576,0.762630,0.940522,0.229647,20
900,938.767,0.852855,0.768421,0.937289,0.227338,20
925,964.795,0.853147,0.771735,0.934560,0.226589,20
950,990.666,0.856154,0.775035,0.937274,0.221872,20
975,1016.338,0.857290,0.776497,0.938084,0.221225,20
1000,1041.889,0.856753,0.779805,0.933700,0.221591,20
1025,1067.712,0.853066,0.781871,0.924260,0.225274,20
1050,1093.304,0.854387,0.785965,0.922809,0.223225,20
1075,1118.745,0.860089,0.789627,0.930552,0.217356,20
1100,1144.340,0.857393,0.789252,0.925534,0.220874,20
1125,1170.240,0.858295,0.789500,0.927091,0.218551,20
1150,1195.868,0.862358,0.789642,0.935074,0.213207,20
1175,1221.131,0.867113,0.794015,0.940211,0.207027,20
1200,1246.540,0.867266,0.795443,0.939089,0.206313,20
1225,1272.056,0.867914,0.796778,0.939050,0.206432,20
1250,1297.967,0.866680,0.797061,0.936300,0.207133,20
1275,1324.219,0.868835,0.799161,0.938510,0.202886,20
1300,1350.949,0.871260,0.799700,0.942820,0.200611,20
1325,1377.621,0.870386,0.801354,0.939419,0.202666,20
1350,1404.118,0.870871,0.799503,0.942240,0.201973,20
1375,1430.670,0.872001,0.802729,0.941273,0.200492,20
1400,1457.211,0.870067,0.801873,0.938261,0.202008,20
1425,1483.999,0.869863,0.802709,0.937017,0.202859,20
1450,1510.586,0.871522,0.802012,0.941031,0.200560,20
1475,1537.119,0.869785,0.801974,0.937595,0.202357,20
1500,1563.033,0.869938,0.801174,0.938701,0.204015,20
1525,1588.765,0.870842,0.802592,0.939092,0.200628,20
1550,1614.697,0.870975,0.802271,0.939678,0.200280,20
1575,1640.653,0.870740,0.802591,0.938888,0.200612,20
