pair,arm,step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs,mean_spill,view1_spill,view2_spill,mean_precision,view1_precision,view2_precision,mean_coverage,view1_coverage,view2_coverage,view1_negative_space,view2_negative_space,view1_silhouette,view2_silhouette,lambda_count,total_adds,total_splits,total_deletes,count_active,target_reached
sun_moon,l200,1,0.485,1.064388,0.143538,0.108302,0.178775,5,0.00000000,0,0.090714,0.115277,0.066151,0.627012,0.511670,0.742354,0.155694,0.120787,0.190601,0.026144,0.013458,0.186044,0.148951,0.050000,0,0,0,0,0
sun_moon,l200,25,7.331,0.914107,0.209271,0.183600,0.234943,5,0.00018215,0,0.043910,0.052723,0.035098,0.829780,0.785683,0.873878,0.218234,0.193280,0.243189,0.011680,0.007032,0.160668,0.134636,0.050000,0,0,0,0,0
sun_moon,l200,50,53.063,0.847212,0.259978,0.262341,0.257614,5,0.00010893,1,0.037631,0.043971,0.031291,0.878145,0.861659,0.894631,0.269776,0.273876,0.265675,0.009969,0.006260,0.144078,0.130186,0.050000,0,0,0,0,0
sun_moon,l200,75,59.722,0.788580,0.309480,0.342637,0.276323,5,0.00012431,1,0.037718,0.052831,0.022606,0.899091,0.872257,0.925926,0.321654,0.360739,0.282570,0.011486,0.004496,0.128969,0.125870,0.050000,0,0,0,0,0
sun_moon,l200,100,104.167,0.734489,0.349664,0.412730,0.286599,5,0.00000089,1,0.032822,0.047321,0.018322,0.921129,0.901329,0.940928,0.362055,0.432260,0.291850,0.010130,0.003597,0.114406,0.123560,0.050000,0,0,0,0,0
sun_moon,l200,125,110.841,0.691682,0.385949,0.457040,0.314858,5,0.00000266,1,0.031388,0.047429,0.015348,0.932023,0.909856,0.954190,0.399204,0.478717,0.319691,0.010137,0.003030,0.105690,0.118287,0.050000,0,0,0,0,0
sun_moon,l200,150,154.501,0.667910,0.405866,0.482193,0.329540,5,0.00000236,1,0.030361,0.046564,0.014158,0.937441,0.915523,0.959358,0.419426,0.504646,0.334206,0.010091,0.002625,0.100815,0.115463,0.050000,0,0,0,0,0
sun_moon,l200,175,161.191,0.658438,0.411268,0.488143,0.334393,5,0.00001318,0,0.026897,0.043323,0.010470,0.945774,0.921603,0.969945,0.423593,0.509291,0.337894,0.009478,0.001911,0.099517,0.114265,0.050000,0,0,0,0,0
sun_moon,l200,200,207.016,0.643194,0.422318,0.493358,0.351278,5,0.00000000,0,0.025524,0.041054,0.009994,0.949293,0.925984,0.972603,0.434201,0.513613,0.354789,0.008628,0.001829,0.097940,0.111229,0.050000,0,0,0,0,0
sun_moon,l200,225,213.670,0.629787,0.438583,0.500935,0.376231,5,0.00000007,0,0.027542,0.039974,0.015110,0.945339,0.928737,0.961942,0.451437,0.520959,0.381916,0.008630,0.002929,0.096596,0.107553,0.050000,0,0,0,0,0
sun_moon,l200,250,258.315,0.619510,0.450164,0.506545,0.393784,5,0.00000410,0,0.029089,0.039974,0.018203,0.943021,0.929470,0.956571,0.463873,0.526793,0.400952,0.008852,0.003420,0.095622,0.104745,0.050000,0,0,0,0,0
sun_moon,l200,275,265.200,0.601640,0.466732,0.519498,0.413967,5,0.00000240,1,0.029418,0.041703,0.017133,0.944677,0.928452,0.960901,0.481111,0.541162,0.421059,0.008942,0.003427,0.093012,0.101349,0.050000,0,0,0,0,0
sun_moon,l200,300,309.130,0.581413,0.485785,0.534005,0.437565,5,0.00000130,1,0.031441,0.040514,0.022368,0.942211,0.932041,0.952381,0.501496,0.555640,0.447353,0.008608,0.004170,0.089990,0.097426,0.050000,0,0,0,0,0
sun_moon,l200,325,315.952,0.560583,0.503234,0.546589,0.459879,5,0.00000007,1,0.029500,0.038894,0.020107,0.947399,0.935897,0.958901,0.518487,0.567848,0.469126,0.008103,0.003977,0.087320,0.093501,0.050000,0,0,0,0,0
sun_moon,l200,350,361.000,0.556154,0.511105,0.553154,0.469056,5,0.00000000,0,0.033467,0.034572,0.032362,0.940193,0.943030,0.937356,0.528257,0.572277,0.484236,0.007218,0.006283,0.085746,0.092888,0.050000,0,0,0,0,0
sun_moon,l200,375,367.905,0.558085,0.511965,0.556638,0.467292,5,0.00000000,0,0.035670,0.031007,0.040333,0.936065,0.948741,0.923390,0.530019,0.573898,0.486139,0.006187,0.008231,0.084619,0.094200,0.050000,0,0,0,0,0
sun_moon,l200,400,413.265,0.551590,0.515713,0.561127,0.470299,5,0.00000000,0,0.033633,0.027766,0.039500,0.939654,0.954066,0.925242,0.532791,0.576707,0.488876,0.005576,0.007903,0.083627,0.093497,0.050000,0,0,0,0,0
sun_moon,l200,425,420.136,0.547915,0.516644,0.565126,0.468163,5,0.00000000,0,0.032471,0.026037,0.038905,0.941480,0.957026,0.925934,0.533109,0.579840,0.486377,0.005180,0.007621,0.082649,0.093589,0.050000,0,0,0,0,0
sun_moon,l200,450,467.197,0.542571,0.522736,0.571969,0.473503,5,0.00000000,0,0.033903,0.028306,0.039500,0.939897,0.954083,0.925710,0.540183,0.588159,0.492207,0.005701,0.007672,0.081513,0.092657,0.050000,0,0,0,0,0
sun_moon,l200,475,474.203,0.536670,0.527804,0.579390,0.476218,5,0.00000000,0,0.031508,0.027442,0.035574,0.944326,0.955933,0.932718,0.544224,0.595290,0.493159,0.005905,0.007128,0.080340,0.092033,0.050000,0,0,0,0,0
sun_moon,l200,500,520.583,0.532561,0.529181,0.579174,0.479188,5,0.00000000,0,0.031068,0.030251,0.031886,0.945585,0.951749,0.939421,0.545581,0.596694,0.494468,0.005976,0.006403,0.080102,0.091229,0.050000,0,0,0,0,0
sun_moon,l200,525,527.702,0.528554,0.531328,0.584139,0.478517,5,0.00000000,0,0.029312,0.028522,0.030101,0.948563,0.954678,0.942448,0.546860,0.600799,0.492921,0.005867,0.005836,0.079249,0.091084,0.050000,0,0,0,0,0
sun_moon,l200,550,574.964,0.527507,0.532195,0.585591,0.478798,5,0.00000000,0,0.029241,0.028738,0.029744,0.948786,0.954468,0.943104,0.547730,0.602420,0.493040,0.005761,0.005941,0.078901,0.091084,0.050000,0,0,0,0,0
sun_moon,l200,575,582.123,0.534886,0.530510,0.585822,0.475198,5,0.00000000,1,0.032887,0.027226,0.038548,0.942133,0.956716,0.927549,0.547644,0.601772,0.493516,0.005618,0.007826,0.078967,0.092606,0.050000,0,0,0,0,0
sun_moon,l200,600,629.975,0.539395,0.528584,0.583929,0.473240,5,0.00002347,1,0.035558,0.028522,0.042594,0.937598,0.954663,0.920533,0.546990,0.600583,0.493397,0.005851,0.008632,0.079348,0.093203,0.050000,0,0,0,0,0
