step,seconds,mean_iou,view1_iou,view2_iou,loss,patches
1,1.819,0.221311,0.191183,0.251440,0.844565,20
25,26.875,0.331309,0.318868,0.343750,0.599463,20
50,51.862,0.436954,0.433110,0.440798,0.495492,20
75,77.143,0.515845,0.514203,0.517486,0.411044,20
100,102.856,0.568944,0.565213,0.572674,0.372158,20
125,128.408,0.594232,0.581162,0.607303,0.351606,20
150,153.778,0.624230,0.604994,0.643466,0.332334,20
175,179.269,0.648786,0.606144,0.691428,0.314088,20
200,204.479,0.676100,0.611370,0.740831,0.301750,20
225,228.689,0.686052,0.617852,0.754252,0.298620,20
250,252.999,0.701687,0.628673,0.774702,0.283042,20
275,277.857,0.709967,0.634584,0.785349,0.272890,20
300,303.131,0.720150,0.642282,0.798017,0.262162,20
325,328.558,0.727634,0.654382,0.800886,0.253170,20
350,354.189,0.729932,0.663001,0.796862,0.244476,20
375,379.781,0.731118,0.671794,0.790442,0.239462,20
400,404.906,0.736355,0.681668,0.791041,0.235532,20
425,430.260,0.729843,0.680656,0.779030,0.237459,20
450,455.124,0.731532,0.683227,0.779837,0.231979,20
475,480.192,0.733802,0.690456,0.777148,0.226626,20
500,504.834,0.737344,0.698155,0.776533,0.220423,20
525,529.816,0.738276,0.697229,0.779323,0.221610,20
550,554.683,0.741199,0.697907,0.784492,0.219382,20
575,579.990,0.744270,0.700561,0.787979,0.218976,20
600,605.635,0.742455,0.698919,0.785992,0.219597,20
625,631.359,0.744053,0.703503,0.784603,0.215459,20
650,656.794,0.745529,0.705318,0.785740,0.214486,20
675,682.159,0.748534,0.702309,0.794760,0.214344,20
700,707.623,0.748783,0.702028,0.795538,0.213728,20
725,732.918,0.748522,0.700374,0.796670,0.214432,20
750,758.486,0.747544,0.705497,0.789592,0.212725,20
775,783.865,0.747842,0.703831,0.791854,0.213393,20
800,809.211,0.749289,0.707010,0.791569,0.213444,20
825,834.776,0.748279,0.706341,0.790218,0.215045,20
850,860.158,0.747861,0.708989,0.786733,0.213692,20
875,885.899,0.748484,0.710110,0.786858,0.214725,20
900,911.562,0.748050,0.712354,0.783746,0.214351,20
925,937.450,0.748208,0.713721,0.782696,0.212985,20
950,963.247,0.749242,0.714628,0.783857,0.212390,20
975,989.062,0.748615,0.716785,0.780445,0.212976,20
1000,1014.686,0.750521,0.719517,0.781525,0.211665,20
1025,1040.614,0.747891,0.718763,0.777020,0.212548,20
1050,1066.084,0.749514,0.723016,0.776012,0.208990,20
1075,1091.308,0.751727,0.727691,0.775763,0.206031,20
1100,1116.017,0.751895,0.729038,0.774752,0.205591,20
1125,1140.730,0.752179,0.732455,0.771903,0.204100,20
1150,1165.381,0.752942,0.732386,0.773498,0.203434,20
1175,1190.313,0.754166,0.733131,0.775200,0.203593,20
1200,1214.821,0.752160,0.730230,0.774091,0.209092,20
1225,1239.986,0.754066,0.730498,0.777634,0.208293,20
1250,1265.329,0.755397,0.730016,0.780778,0.207743,20
1275,1290.594,0.753626,0.724387,0.782865,0.212294,20
1300,1315.728,0.753255,0.723505,0.783004,0.211686,20
1325,1340.959,0.757019,0.726210,0.787829,0.205782,20
1350,1365.981,0.760603,0.734960,0.786247,0.197439,20
1375,1391.094,0.760468,0.735568,0.785368,0.195402,20
1400,1416.299,0.761452,0.734359,0.788546,0.195000,20
1425,1441.443,0.762269,0.735263,0.789274,0.195158,20
1450,1466.637,0.760046,0.734666,0.785427,0.194905,20
1475,1491.770,0.760886,0.737046,0.784725,0.193494,20
1500,1516.998,0.762557,0.737322,0.787793,0.193673,20
1525,1541.953,0.763578,0.736506,0.790651,0.192614,20
1550,1566.974,0.763168,0.733131,0.793205,0.194423,20
1575,1592.027,0.764186,0.735574,0.792797,0.192340,20
1600,1616.914,0.762706,0.734115,0.791296,0.192737,20
1625,1641.650,0.762180,0.732984,0.791375,0.193047,20
1650,1666.346,0.763967,0.734115,0.793818,0.192561,20
1675,1691.238,0.764394,0.731348,0.797440,0.192694,20
1700,1716.207,0.763563,0.732077,0.795048,0.192207,20
1725,1741.303,0.763708,0.733675,0.793741,0.192297,20
1750,1766.156,0.763206,0.732957,0.793455,0.193057,20
1775,1791.626,0.760975,0.733249,0.788701,0.193357,20
1800,1817.221,0.762395,0.733557,0.791232,0.192018,20
1825,1842.581,0.761142,0.733795,0.788489,0.193660,20
1850,1868.013,0.760873,0.733375,0.788370,0.193470,20
1875,1893.381,0.761621,0.732983,0.790260,0.192237,20
1900,1918.989,0.763417,0.733613,0.793222,0.190866,20
1925,1944.427,0.763072,0.733424,0.792719,0.190955,20
1950,1970.080,0.763245,0.733816,0.792674,0.190851,20
1975,1995.656,0.763359,0.735946,0.790772,0.189526,20
2000,2021.324,0.763692,0.732124,0.795261,0.191672,20
