job_id	job_name	pair	arm	config	view_loss	silhouette_weight	negative_space_weight	area_normalized	output_dir
6202031	neg_sun_moon_hinge2_softiou	sun_moon	hinge2	softiou	softiou	0	0	False	/oscar/home/cjmok/automated-perspective-sculptor/results/negspace/neg_hinge2_regionloss_20260910/neg_sun_moon_hinge2_softiou
6202032	neg_sun_moon_hinge2_tversky_sym	sun_moon	hinge2	tversky_sym	tversky	0	0	False	/oscar/home/cjmok/automated-perspective-sculptor/results/negspace/neg_hinge2_regionloss_20260910/neg_sun_moon_hinge2_tversky_sym
6202033	neg_sun_moon_hinge2_tversky_r5p33	sun_moon	hinge2	tversky_r5p33	tversky	0	0	False	/oscar/home/cjmok/automated-perspective-sculptor/results/negspace/neg_hinge2_regionloss_20260910/neg_sun_moon_hinge2_tversky_r5p33
6202034	neg_water_fire_hinge2_softiou	water_fire	hinge2	softiou	softiou	0	0	False	/oscar/home/cjmok/automated-perspective-sculptor/results/negspace/neg_hinge2_regionloss_20260910/neg_water_fire_hinge2_softiou
6202035	neg_water_fire_hinge2_tversky_sym	water_fire	hinge2	tversky_sym	tversky	0	0	False	/oscar/home/cjmok/automated-perspective-sculptor/results/negspace/neg_hinge2_regionloss_20260910/neg_water_fire_hinge2_tversky_sym
6202036	neg_water_fire_hinge2_tversky_r5p33	water_fire	hinge2	tversky_r5p33	tversky	0	0	False	/oscar/home/cjmok/automated-perspective-sculptor/results/negspace/neg_hinge2_regionloss_20260910/neg_water_fire_hinge2_tversky_r5p33
6202037	neg_cat_face_bass_hinge2_softiou	cat_face_bass	hinge2	softiou	softiou	0	0	False	/oscar/home/cjmok/automated-perspective-sculptor/results/negspace/neg_hinge2_regionloss_20260910/neg_cat_face_bass_hinge2_softiou
6202038	neg_cat_face_bass_hinge2_tversky_sym	cat_face_bass	hinge2	tversky_sym	tversky	0	0	False	/oscar/home/cjmok/automated-perspective-sculptor/results/negspace/neg_hinge2_regionloss_20260910/neg_cat_face_bass_hinge2_tversky_sym
6202039	neg_cat_face_bass_hinge2_tversky_r5p33	cat_face_bass	hinge2	tversky_r5p33	tversky	0	0	False	/oscar/home/cjmok/automated-perspective-sculptor/results/negspace/neg_hinge2_regionloss_20260910/neg_cat_face_bass_hinge2_tversky_r5p33
6202046	neg_horse_circle_hinge2_softiou	horse_circle	hinge2	softiou	softiou	0	0	False	/oscar/home/cjmok/automated-perspective-sculptor/results/negspace/neg_hinge2_regionloss_20260910/neg_horse_circle_hinge2_softiou
6202048	neg_horse_circle_hinge2_tversky_sym	horse_circle	hinge2	tversky_sym	tversky	0	0	False	/oscar/home/cjmok/automated-perspective-sculptor/results/negspace/neg_hinge2_regionloss_20260910/neg_horse_circle_hinge2_tversky_sym
6202049	neg_horse_circle_hinge2_tversky_r5p33	horse_circle	hinge2	tversky_r5p33	tversky	0	0	False	/oscar/home/cjmok/automated-perspective-sculptor/results/negspace/neg_hinge2_regionloss_20260910/neg_horse_circle_hinge2_tversky_r5p33
6202050	neg_robot_man_hinge2_softiou	robot_man	hinge2	softiou	softiou	0	0	False	/oscar/home/cjmok/automated-perspective-sculptor/results/negspace/neg_hinge2_regionloss_20260910/neg_robot_man_hinge2_softiou
6202051	neg_robot_man_hinge2_tversky_sym	robot_man	hinge2	tversky_sym	tversky	0	0	False	/oscar/home/cjmok/automated-perspective-sculptor/results/negspace/neg_hinge2_regionloss_20260910/neg_robot_man_hinge2_tversky_sym
6202052	neg_robot_man_hinge2_tversky_r5p33	robot_man	hinge2	tversky_r5p33	tversky	0	0	False	/oscar/home/cjmok/automated-perspective-sculptor/results/negspace/neg_hinge2_regionloss_20260910/neg_robot_man_hinge2_tversky_r5p33
