step,seconds,mean_iou,view1_iou,view2_iou,loss,patches
1,1.394,0.166314,0.174822,0.157806,1.049393,20
25,27.012,0.256686,0.269820,0.243552,0.858491,20
50,190.209,0.394140,0.427948,0.360333,0.686980,22
75,219.352,0.534553,0.554073,0.515033,0.525264,22
100,376.728,0.643153,0.666516,0.619790,0.419410,21
125,404.576,0.693963,0.691864,0.696062,0.365441,21
150,576.802,0.714975,0.703201,0.726750,0.341456,23
175,607.338,0.741749,0.728701,0.754796,0.314292,23
200,799.503,0.751761,0.736610,0.766912,0.296494,25
225,833.946,0.758271,0.749548,0.766993,0.284305,25
250,1024.439,0.762142,0.765718,0.758566,0.279403,24
275,1057.362,0.769484,0.770295,0.768673,0.270318,24
300,1253.406,0.777622,0.795438,0.759806,0.262982,24
325,1286.506,0.785441,0.810279,0.760603,0.260949,24
350,1483.048,0.793006,0.825202,0.760810,0.254104,22
375,1513.310,0.795261,0.834897,0.755624,0.251018,22
400,1699.631,0.815836,0.841673,0.790000,0.243372,22
425,1729.921,0.837249,0.842339,0.832159,0.211600,22
450,1922.118,0.850366,0.846161,0.854570,0.194737,24
475,1955.157,0.859204,0.850063,0.868346,0.188395,24
500,2152.193,0.861866,0.849581,0.874151,0.182474,22
525,2182.250,0.861639,0.847349,0.875928,0.183964,22
550,2374.214,0.860487,0.843363,0.877611,0.183682,22
575,2404.409,0.856815,0.837711,0.875919,0.186023,22
600,2594.567,0.850754,0.823476,0.878031,0.194045,22
625,2624.294,0.845590,0.806819,0.884360,0.199014,22
650,2812.211,0.853131,0.814752,0.891510,0.188543,22
675,2841.538,0.857995,0.823693,0.892298,0.184422,22
700,3029.094,0.862831,0.824834,0.900829,0.179051,22
725,3058.495,0.867153,0.825061,0.909245,0.175625,22
750,3246.105,0.868691,0.831196,0.906187,0.168909,25
775,3279.917,0.870710,0.834780,0.906639,0.166125,25
800,3472.478,0.870664,0.840763,0.900565,0.167916,22
825,3501.991,0.869267,0.844795,0.893740,0.167402,22
850,3688.198,0.869978,0.841375,0.898581,0.168164,22
875,3717.300,0.870989,0.840821,0.901156,0.164622,22
900,3904.547,0.874188,0.846126,0.902251,0.159796,23
925,3935.212,0.878727,0.850658,0.906796,0.152802,23
950,4125.154,0.881010,0.854212,0.907809,0.151221,22
975,4154.522,0.884540,0.852960,0.916121,0.148216,22
1000,4342.441,0.883961,0.847421,0.920501,0.149733,22
1025,4371.841,0.886587,0.851882,0.921292,0.145542,22
1050,4553.298,0.887513,0.855821,0.919206,0.141073,24
1075,4585.900,0.885965,0.855694,0.916236,0.145472,24
1100,4777.326,0.878268,0.852989,0.903547,0.150682,22
1125,4807.002,0.878993,0.851832,0.906154,0.146059,22
1150,4990.904,0.877777,0.850401,0.905154,0.144433,21
1175,5019.064,0.878202,0.846021,0.910384,0.142965,21
1200,5191.554,0.883482,0.852260,0.914704,0.134001,23
1225,5222.880,0.886268,0.850841,0.921695,0.132635,23
1250,5417.266,0.888947,0.856780,0.921115,0.132628,25
1275,5451.994,0.890862,0.858632,0.923092,0.129534,25
1300,5650.271,0.894184,0.860726,0.927642,0.127914,22
1325,5680.314,0.895554,0.862932,0.928175,0.125902,22
1350,5872.643,0.896652,0.866612,0.926693,0.126213,22
1375,5903.139,0.897261,0.866050,0.928472,0.123050,22
1400,6090.281,0.898605,0.866920,0.930289,0.124803,21
1425,6119.138,0.896968,0.866709,0.927227,0.123067,21
1450,6304.237,0.898321,0.867957,0.928685,0.121202,21
1475,6333.101,0.900715,0.867375,0.934055,0.118770,21
1500,6518.552,0.902370,0.871692,0.933047,0.116549,21
1525,6547.597,0.904180,0.875330,0.933030,0.114668,21
1550,6727.159,0.905902,0.878421,0.933382,0.114048,20
1575,6754.755,0.906401,0.879614,0.933188,0.114123,20
1600,6931.317,0.906095,0.880913,0.931278,0.116098,20
1625,6959.064,0.905112,0.878655,0.931569,0.113819,20
1650,7135.703,0.905785,0.878193,0.933377,0.114252,20
1675,7163.477,0.907130,0.879061,0.935199,0.112280,20
1700,7337.972,0.905026,0.877123,0.932929,0.115703,20
1725,7365.554,0.906898,0.876745,0.937050,0.114042,20
1750,7542.755,0.909522,0.880058,0.938987,0.111912,23
1775,7574.599,0.909041,0.881390,0.936693,0.110034,23
1800,7753.544,0.907246,0.879552,0.934939,0.111396,20
1825,7781.016,0.907256,0.879173,0.935339,0.113902,20
1850,7957.248,0.908324,0.880171,0.936478,0.112021,20
1875,7984.841,0.909591,0.878405,0.940777,0.110987,20
1900,8160.732,0.907972,0.877518,0.938426,0.115373,20
1925,8188.137,0.909732,0.879630,0.939835,0.112137,20
1950,8364.151,0.909791,0.879720,0.939862,0.111770,20
1975,8391.737,0.907763,0.878237,0.937290,0.113204,20
2000,8567.793,0.907584,0.875784,0.939384,0.113307,20
