job_id	job_name	pair	method	seed	output_dir
4087504	conv_acm_scf_srd_seed0	acm_scf	srd	0	/oscar/home/cjmok/automated-perspective-sculptor/results/convergence_20260718_1538/conv_acm_scf_srd_seed0
4087505	conv_acm_scf_srd_seed1	acm_scf	srd	1	/oscar/home/cjmok/automated-perspective-sculptor/results/convergence_20260718_1538/conv_acm_scf_srd_seed1
4087506	conv_acm_scf_srd_seed2	acm_scf	srd	2	/oscar/home/cjmok/automated-perspective-sculptor/results/convergence_20260718_1538/conv_acm_scf_srd_seed2
4087507	conv_acm_scf_base_seed0	acm_scf	base	0	/oscar/home/cjmok/automated-perspective-sculptor/results/convergence_20260718_1538/conv_acm_scf_base_seed0
4087508	conv_acm_scf_base_seed1	acm_scf	base	1	/oscar/home/cjmok/automated-perspective-sculptor/results/convergence_20260718_1538/conv_acm_scf_base_seed1
4087509	conv_acm_scf_base_seed2	acm_scf	base	2	/oscar/home/cjmok/automated-perspective-sculptor/results/convergence_20260718_1538/conv_acm_scf_base_seed2
4087510	conv_cat_face_bass_srd_seed0	cat_face_bass	srd	0	/oscar/home/cjmok/automated-perspective-sculptor/results/convergence_20260718_1538/conv_cat_face_bass_srd_seed0
4087511	conv_cat_face_bass_srd_seed1	cat_face_bass	srd	1	/oscar/home/cjmok/automated-perspective-sculptor/results/convergence_20260718_1538/conv_cat_face_bass_srd_seed1
4087512	conv_cat_face_bass_srd_seed2	cat_face_bass	srd	2	/oscar/home/cjmok/automated-perspective-sculptor/results/convergence_20260718_1538/conv_cat_face_bass_srd_seed2
4087513	conv_cat_face_bass_base_seed0	cat_face_bass	base	0	/oscar/home/cjmok/automated-perspective-sculptor/results/convergence_20260718_1538/conv_cat_face_bass_base_seed0
4087514	conv_cat_face_bass_base_seed1	cat_face_bass	base	1	/oscar/home/cjmok/automated-perspective-sculptor/results/convergence_20260718_1538/conv_cat_face_bass_base_seed1
4087515	conv_cat_face_bass_base_seed2	cat_face_bass	base	2	/oscar/home/cjmok/automated-perspective-sculptor/results/convergence_20260718_1538/conv_cat_face_bass_base_seed2
4087516	conv_horse_circle_srd_seed0	horse_circle	srd	0	/oscar/home/cjmok/automated-perspective-sculptor/results/convergence_20260718_1538/conv_horse_circle_srd_seed0
4087517	conv_horse_circle_srd_seed1	horse_circle	srd	1	/oscar/home/cjmok/automated-perspective-sculptor/results/convergence_20260718_1538/conv_horse_circle_srd_seed1
4087518	conv_horse_circle_srd_seed2	horse_circle	srd	2	/oscar/home/cjmok/automated-perspective-sculptor/results/convergence_20260718_1538/conv_horse_circle_srd_seed2
4087519	conv_horse_circle_base_seed0	horse_circle	base	0	/oscar/home/cjmok/automated-perspective-sculptor/results/convergence_20260718_1538/conv_horse_circle_base_seed0
4087520	conv_horse_circle_base_seed1	horse_circle	base	1	/oscar/home/cjmok/automated-perspective-sculptor/results/convergence_20260718_1538/conv_horse_circle_base_seed1
4087521	conv_horse_circle_base_seed2	horse_circle	base	2	/oscar/home/cjmok/automated-perspective-sculptor/results/convergence_20260718_1538/conv_horse_circle_base_seed2
4087522	conv_sun_moon_srd_seed0	sun_moon	srd	0	/oscar/home/cjmok/automated-perspective-sculptor/results/convergence_20260718_1538/conv_sun_moon_srd_seed0
4087523	conv_sun_moon_srd_seed1	sun_moon	srd	1	/oscar/home/cjmok/automated-perspective-sculptor/results/convergence_20260718_1538/conv_sun_moon_srd_seed1
4087524	conv_sun_moon_srd_seed2	sun_moon	srd	2	/oscar/home/cjmok/automated-perspective-sculptor/results/convergence_20260718_1538/conv_sun_moon_srd_seed2
4087525	conv_sun_moon_base_seed0	sun_moon	base	0	/oscar/home/cjmok/automated-perspective-sculptor/results/convergence_20260718_1538/conv_sun_moon_base_seed0
4087526	conv_sun_moon_base_seed1	sun_moon	base	1	/oscar/home/cjmok/automated-perspective-sculptor/results/convergence_20260718_1538/conv_sun_moon_base_seed1
4087527	conv_sun_moon_base_seed2	sun_moon	base	2	/oscar/home/cjmok/automated-perspective-sculptor/results/convergence_20260718_1538/conv_sun_moon_base_seed2
4087528	conv_water_fire_srd_seed0	water_fire	srd	0	/oscar/home/cjmok/automated-perspective-sculptor/results/convergence_20260718_1538/conv_water_fire_srd_seed0
4087529	conv_water_fire_srd_seed1	water_fire	srd	1	/oscar/home/cjmok/automated-perspective-sculptor/results/convergence_20260718_1538/conv_water_fire_srd_seed1
4087530	conv_water_fire_srd_seed2	water_fire	srd	2	/oscar/home/cjmok/automated-perspective-sculptor/results/convergence_20260718_1538/conv_water_fire_srd_seed2
4087531	conv_water_fire_base_seed0	water_fire	base	0	/oscar/home/cjmok/automated-perspective-sculptor/results/convergence_20260718_1538/conv_water_fire_base_seed0
4087532	conv_water_fire_base_seed1	water_fire	base	1	/oscar/home/cjmok/automated-perspective-sculptor/results/convergence_20260718_1538/conv_water_fire_base_seed1
4087533	conv_water_fire_base_seed2	water_fire	base	2	/oscar/home/cjmok/automated-perspective-sculptor/results/convergence_20260718_1538/conv_water_fire_base_seed2
