step,seconds,mean_iou,view1_iou,view2_iou,loss,patches
1,1.384,0.214056,0.192081,0.236030,0.630260,20
25,26.766,0.285190,0.250355,0.320025,0.493756,20
50,52.632,0.362846,0.312891,0.412801,0.430569,20
75,78.089,0.438384,0.366227,0.510541,0.375930,20
100,103.376,0.517094,0.419614,0.614574,0.331021,20
125,128.841,0.548848,0.442601,0.655095,0.310371,20
150,154.575,0.566926,0.457989,0.675863,0.296572,20
175,179.765,0.579122,0.462656,0.695587,0.287591,20
200,205.120,0.592691,0.474983,0.710400,0.283485,20
225,230.561,0.607109,0.491920,0.722299,0.273866,20
250,255.826,0.621487,0.512034,0.730941,0.265088,20
275,281.113,0.637165,0.548199,0.726131,0.256805,20
300,306.361,0.662612,0.597245,0.727978,0.246773,20
325,331.972,0.680361,0.628183,0.732540,0.238479,20
350,357.561,0.706766,0.670293,0.743239,0.227283,20
375,382.891,0.735380,0.712326,0.758435,0.212588,20
400,408.042,0.750626,0.729331,0.771922,0.205146,20
425,433.504,0.753157,0.732802,0.773511,0.201203,20
450,459.035,0.752029,0.730596,0.773463,0.199966,20
475,484.438,0.756573,0.733615,0.779532,0.195836,20
500,509.309,0.771730,0.742926,0.800534,0.183279,20
525,534.803,0.777088,0.746200,0.807977,0.174246,20
550,560.217,0.781861,0.748295,0.815428,0.171457,20
575,585.752,0.782443,0.748179,0.816708,0.170057,20
600,610.940,0.786647,0.754800,0.818494,0.167456,20
625,636.074,0.796083,0.771060,0.821106,0.158604,20
650,661.278,0.811390,0.806908,0.815871,0.151274,20
675,686.912,0.829195,0.839416,0.818974,0.140478,20
700,712.447,0.828872,0.836550,0.821194,0.138087,20
725,738.332,0.832348,0.842034,0.822662,0.135239,20
750,764.134,0.835515,0.846716,0.824314,0.134049,20
775,789.808,0.837086,0.851503,0.822669,0.134093,20
800,815.498,0.840359,0.855430,0.825288,0.133094,20
825,841.063,0.839891,0.856347,0.823435,0.132768,20
850,866.756,0.842506,0.860570,0.824441,0.128208,20
875,892.233,0.842389,0.861730,0.823049,0.127991,20
900,917.637,0.845203,0.866167,0.824239,0.127198,20
925,943.058,0.846298,0.869243,0.823352,0.127605,20
950,968.309,0.849783,0.874120,0.825446,0.124829,20
975,993.429,0.847706,0.872816,0.822596,0.129962,20
1000,1018.681,0.848062,0.874207,0.821916,0.128067,20
1025,1043.948,0.847081,0.871923,0.822239,0.131839,20
1050,1069.441,0.845302,0.872247,0.818358,0.131841,20
1075,1094.861,0.844844,0.871623,0.818064,0.130074,20
1100,1120.228,0.846901,0.873168,0.820634,0.130077,20
1125,1145.607,0.850105,0.879078,0.821133,0.130235,20
