step,seconds,mean_iou,view1_iou,view2_iou,loss,patches
1,1.388,0.234363,0.208894,0.259831,0.736372,20
25,26.989,0.369076,0.307915,0.430236,0.565816,20
50,197.307,0.454488,0.387971,0.521005,0.484254,23
75,228.070,0.512730,0.431655,0.593806,0.432470,23
100,412.441,0.562762,0.456033,0.669491,0.389839,24
125,444.883,0.596148,0.485001,0.707294,0.359858,24
150,645.253,0.629335,0.519872,0.738798,0.333823,26
175,680.478,0.647967,0.537577,0.758356,0.320034,26
200,892.067,0.682837,0.585472,0.780202,0.292862,27
225,928.607,0.729215,0.646270,0.812160,0.253396,27
250,1155.620,0.781779,0.723431,0.840128,0.216133,29
275,1195.117,0.802164,0.762302,0.842027,0.198479,29
300,1433.713,0.831030,0.809210,0.852850,0.177430,30
325,1474.928,0.842660,0.823608,0.861711,0.166127,30
350,1714.805,0.847057,0.829229,0.864885,0.163370,27
375,1751.244,0.852803,0.836649,0.868957,0.158209,27
400,1962.476,0.851786,0.834913,0.868658,0.156925,24
425,1994.402,0.850069,0.832823,0.867315,0.158580,24
450,2204.184,0.851967,0.837316,0.866617,0.154199,24
475,2236.453,0.856205,0.845415,0.866994,0.152769,24
500,2443.343,0.859422,0.850614,0.868230,0.150560,24
525,2475.661,0.858330,0.848685,0.867975,0.151097,24
550,2684.996,0.860711,0.850417,0.871006,0.149441,24
575,2717.200,0.861831,0.853184,0.870479,0.149461,24
600,2918.636,0.862942,0.852165,0.873720,0.148609,23
625,2949.664,0.864836,0.852591,0.877081,0.146502,23
650,3145.282,0.869155,0.856883,0.881426,0.145871,23
675,3176.655,0.871677,0.856432,0.886921,0.143396,23
700,3366.301,0.875179,0.861018,0.889339,0.141654,22
725,3395.577,0.875069,0.858822,0.891316,0.141704,22
750,3577.322,0.876545,0.863775,0.889315,0.141386,22
775,3606.294,0.880877,0.871054,0.890700,0.136096,22
800,3793.317,0.885587,0.876448,0.894726,0.133313,24
825,3825.203,0.884725,0.874820,0.894630,0.131910,24
850,4023.001,0.884257,0.875060,0.893453,0.129721,23
875,4053.367,0.883848,0.871330,0.896367,0.129318,23
900,4253.067,0.886694,0.874629,0.898759,0.127371,26
925,4287.998,0.891318,0.881124,0.901513,0.123272,26
950,4487.912,0.892482,0.883075,0.901889,0.122748,22
975,4517.274,0.890222,0.881614,0.898829,0.123045,22
1000,4708.131,0.890141,0.881879,0.898403,0.122960,22
1025,4737.237,0.889717,0.881795,0.897639,0.124035,22
1050,4925.248,0.888909,0.879739,0.898080,0.124088,22
1075,4954.298,0.890224,0.881275,0.899174,0.121836,22
1100,5141.926,0.889769,0.880054,0.899484,0.121459,22
1125,5171.048,0.887537,0.879032,0.896041,0.123122,22
1150,5355.593,0.889369,0.879792,0.898946,0.121854,21
1175,5383.959,0.888294,0.881619,0.894968,0.124121,21
1200,5565.831,0.888337,0.881512,0.895161,0.123516,21
1225,5593.949,0.888997,0.881687,0.896307,0.123709,21
1250,5775.759,0.889712,0.883984,0.895439,0.121674,21
1275,5803.890,0.889660,0.884815,0.894505,0.121367,21
1300,5978.848,0.887286,0.883810,0.890763,0.124275,20
1325,6005.607,0.887406,0.884704,0.890109,0.122734,20
1350,6176.485,0.889353,0.889113,0.889593,0.121973,20
1375,6203.150,0.888866,0.887768,0.889963,0.122137,20
1400,6376.056,0.888673,0.886521,0.890825,0.121449,20
1425,6402.562,0.886765,0.886946,0.886584,0.121701,20
1450,6574.545,0.887962,0.889081,0.886843,0.121167,20
1475,6601.152,0.886970,0.888121,0.885819,0.123869,20
1500,6773.998,0.884976,0.885383,0.884570,0.124723,20
1525,6800.727,0.884772,0.886925,0.882619,0.124121,20
1550,6966.069,0.882202,0.888718,0.875686,0.126019,19
1575,6991.304,0.876944,0.889700,0.864188,0.130302,19
1600,7152.862,0.876976,0.892009,0.861943,0.130385,19
1625,7178.080,0.875775,0.892637,0.858912,0.130199,19
1650,7341.225,0.878604,0.894115,0.863093,0.128402,22
1675,7370.512,0.888610,0.896486,0.880735,0.121989,22
1700,7536.219,0.887234,0.898676,0.875792,0.124996,19
1725,7561.388,0.878261,0.896392,0.860129,0.129323,19
1750,7720.458,0.879007,0.895741,0.862273,0.127138,19
1775,7745.209,0.878235,0.895753,0.860717,0.126007,19
1800,7904.810,0.880274,0.896662,0.863886,0.122530,19
1825,7929.848,0.880276,0.896485,0.864066,0.121479,19
1850,8089.334,0.882344,0.899109,0.865579,0.121079,19
1875,8114.302,0.884000,0.898906,0.869094,0.119439,19
1900,8274.874,0.884273,0.898121,0.870424,0.118533,19
1925,8299.822,0.883253,0.894345,0.872162,0.119739,19
1950,8460.319,0.881808,0.893953,0.869663,0.119216,19
1975,8485.117,0.883385,0.898856,0.867914,0.117038,19
2000,8645.405,0.883696,0.899099,0.868294,0.116743,19
