step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs
1,1.360,1.752990,0.158148,0.174698,0.141598,20,0.00016899,0
25,26.547,1.402174,0.291932,0.325191,0.258673,20,0.00000000,0
50,189.841,1.082285,0.453395,0.492056,0.414733,22,0.00000000,0
75,217.521,0.845832,0.574385,0.609606,0.539164,22,0.00000561,0
100,404.971,0.649759,0.674676,0.709040,0.640313,25,0.00056839,1
125,438.134,0.518292,0.737223,0.751439,0.723007,25,0.00069842,2
150,635.592,0.441044,0.774062,0.752343,0.795782,25,0.00080721,1
175,668.784,0.357644,0.812363,0.761434,0.863293,25,0.00121592,1
200,867.673,0.322473,0.828879,0.757836,0.899921,26,0.00171387,2
225,902.231,0.303435,0.837295,0.763990,0.910599,26,0.00128239,3
250,1117.269,0.286594,0.847409,0.771838,0.922981,28,0.00097054,4
275,1154.707,0.265862,0.855035,0.776063,0.934006,28,0.00086265,4
300,1378.644,0.257715,0.859291,0.775728,0.942853,28,0.00020995,3
325,1416.050,0.241877,0.867387,0.774829,0.959945,28,0.00064861,3
350,1647.722,0.221507,0.875671,0.780359,0.970982,27,0.00063681,4
375,1683.696,0.215276,0.878686,0.782765,0.974608,27,0.00056538,4
400,1915.566,0.214677,0.879671,0.784416,0.974926,28,0.00038614,2
425,1952.765,0.209939,0.880952,0.789094,0.972811,28,0.00049103,3
450,2181.811,0.203877,0.883255,0.789682,0.976827,27,0.00048012,2
475,2217.090,0.199215,0.886096,0.793970,0.978222,27,0.00035743,1
500,2443.201,0.196863,0.886527,0.795428,0.977625,27,0.00050927,2
525,2478.402,0.196554,0.886900,0.795503,0.978297,27,0.00043800,3
550,2703.730,0.192454,0.888699,0.796933,0.980465,27,0.00046018,1
575,2738.754,0.192490,0.889030,0.797587,0.980472,27,0.00049346,3
600,2963.882,0.194005,0.888759,0.797236,0.980281,27,0.00053450,4
625,2999.004,0.194375,0.888430,0.795776,0.981084,27,0.00048695,3
650,3226.082,0.187769,0.890591,0.794675,0.986507,27,0.00054822,2
675,3261.425,0.189399,0.890133,0.798655,0.981610,27,0.00072792,2
700,3480.389,0.188307,0.890305,0.797544,0.983067,29,0.00040586,2
725,3518.652,0.183783,0.891913,0.799487,0.984339,29,0.00063026,3
750,3743.153,0.181172,0.895242,0.804636,0.985847,27,0.00082851,1
775,3778.833,0.183241,0.893504,0.803535,0.983473,27,0.00084416,1
800,3993.714,0.179126,0.895076,0.802723,0.987429,25,0.00079169,1
825,4026.270,0.181644,0.894263,0.801024,0.987502,25,0.00066182,1
850,4233.241,0.180984,0.895319,0.804818,0.985821,25,0.00055459,0
875,4265.232,0.180346,0.895708,0.805905,0.985510,25,0.00071630,0
900,4466.152,0.177304,0.897159,0.807351,0.986967,24,0.00080022,0
925,4497.087,0.177536,0.897062,0.807761,0.986364,24,0.00078752,0
950,4697.396,0.175099,0.897824,0.807703,0.987945,24,0.00068534,0
975,4728.522,0.174238,0.898443,0.808813,0.988072,24,0.00061692,0
1000,4929.538,0.171954,0.899387,0.808996,0.989779,24,0.00053369,0
1025,4960.553,0.170574,0.900047,0.809989,0.990105,24,0.00051536,0
1050,5160.280,0.171452,0.899522,0.809663,0.989381,24,0.00048495,0
1075,5191.199,0.171780,0.899776,0.810492,0.989060,24,0.00045340,0
1100,5390.902,0.170139,0.900199,0.811078,0.989320,24,0.00041016,0
1125,5421.792,0.171972,0.899583,0.809980,0.989186,24,0.00038749,0
1150,5620.113,0.171777,0.899910,0.810369,0.989451,24,0.00036921,0
1175,5650.980,0.169149,0.900798,0.811623,0.989974,24,0.00035098,0
1200,5850.172,0.171392,0.899658,0.809465,0.989850,24,0.00026785,0
1225,5880.956,0.171934,0.899897,0.810264,0.989531,24,0.00023300,0
1250,6081.012,0.172343,0.899771,0.810336,0.989207,24,0.00022058,1
1275,6111.626,0.171899,0.899620,0.810235,0.989004,24,0.00021226,0
1300,6312.609,0.173311,0.898943,0.808754,0.989131,24,0.00016284,1
1325,6343.372,0.170930,0.900015,0.810307,0.989724,24,0.00020404,1
1350,6542.927,0.174342,0.898808,0.808418,0.989198,24,0.00018611,1
1375,6574.026,0.171979,0.899440,0.809354,0.989526,24,0.00016341,0
1400,6772.872,0.169827,0.900330,0.810091,0.990570,24,0.00016502,0
1425,6803.586,0.168262,0.900593,0.809503,0.991683,24,0.00017527,1
1450,7001.526,0.170537,0.899939,0.808518,0.991361,24,0.00016059,1
1475,7032.029,0.169421,0.900421,0.809752,0.991090,24,0.00018655,0
1500,7230.691,0.167794,0.900766,0.809515,0.992016,24,0.00015836,0
1525,7261.622,0.167137,0.901483,0.810751,0.992215,24,0.00015803,0
1550,7454.895,0.167532,0.901101,0.810710,0.991492,23,0.00016606,0
1575,7484.478,0.167156,0.901515,0.810549,0.992481,23,0.00020804,0
1600,7674.630,0.168117,0.901073,0.810323,0.991823,23,0.00018553,0
1625,7704.249,0.165435,0.902333,0.811338,0.993328,23,0.00025426,1
1650,7894.795,0.165439,0.902293,0.810926,0.993659,23,0.00019669,0
1675,7924.132,0.165554,0.902071,0.810878,0.993264,23,0.00019146,0
1700,8114.277,0.166183,0.901639,0.809816,0.993462,23,0.00022954,0
1725,8143.614,0.165936,0.901528,0.809659,0.993397,23,0.00019669,0
1750,8333.925,0.165595,0.902042,0.810753,0.993331,23,0.00019729,0
1775,8363.315,0.165817,0.901712,0.810227,0.993198,23,0.00020362,0
1800,8553.820,0.165040,0.901988,0.810842,0.993133,23,0.00018063,0
1825,8583.810,0.164795,0.902269,0.811470,0.993068,23,0.00018989,0
1850,8776.870,0.164244,0.902782,0.812038,0.993527,23,0.00018913,0
1875,8806.890,0.164530,0.902166,0.811198,0.993133,23,0.00017864,0
1900,8998.211,0.164461,0.902756,0.812244,0.993269,23,0.00019067,1
1925,9027.868,0.166739,0.901808,0.810607,0.993010,23,0.00018343,0
1950,9224.537,0.166294,0.902673,0.812795,0.992551,23,0.00018451,1
1975,9254.620,0.168113,0.902147,0.812595,0.991699,23,0.00020099,1
2000,9446.256,0.166389,0.902439,0.812984,0.991895,23,0.00019127,0
