step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs
1,1.390,1.752990,0.158148,0.174698,0.141598,20,0.00016899,0
25,27.220,1.402174,0.291932,0.325191,0.258673,20,0.00000000,0
50,194.940,1.077813,0.453597,0.489715,0.417478,23,0.00006957,0
75,225.143,0.834930,0.578555,0.609138,0.547973,23,0.00000001,0
100,406.440,0.643469,0.677602,0.706699,0.648505,24,0.00058358,0
125,437.853,0.518389,0.739144,0.748794,0.729493,24,0.00124504,0
150,637.115,0.403880,0.791920,0.760353,0.823487,26,0.00171786,1
175,672.191,0.342868,0.820816,0.773713,0.867920,26,0.00103864,4
200,893.257,0.314661,0.837378,0.793127,0.881628,28,0.00123631,3
225,931.548,0.292974,0.845401,0.791123,0.899678,28,0.00080835,4
250,1170.361,0.288244,0.848713,0.791887,0.905539,30,0.00065690,4
275,1210.735,0.263014,0.864018,0.821289,0.906748,30,0.00045297,3
300,1464.222,0.251871,0.872701,0.841761,0.903641,29,0.00030958,2
325,1503.305,0.242162,0.878175,0.849165,0.907185,29,0.00018857,2
350,1753.244,0.222457,0.889169,0.860594,0.917745,32,0.00013704,2
375,1795.999,0.199158,0.900643,0.873601,0.927686,32,0.00008716,2
400,2070.541,0.183040,0.908481,0.881000,0.935963,32,0.00008531,4
425,2113.006,0.172676,0.913298,0.885492,0.941103,32,0.00002468,3
450,2375.692,0.164595,0.916836,0.890068,0.943604,31,0.00002860,2
475,2417.451,0.160013,0.917500,0.885092,0.949908,31,0.00003975,2
500,2655.736,0.149390,0.924333,0.894838,0.953828,32,0.00004556,2
525,2698.435,0.145443,0.926815,0.896705,0.956925,32,0.00007236,1
550,2970.765,0.138616,0.930756,0.896690,0.964823,31,0.00007705,2
575,3012.604,0.148560,0.925938,0.897270,0.954605,31,0.00020916,2
600,3264.553,0.155768,0.923009,0.900892,0.945126,31,0.00028180,1
625,3306.349,0.162265,0.919982,0.904962,0.935002,31,0.00032822,1
650,3572.809,0.160555,0.921644,0.910169,0.933120,31,0.00033293,1
