step,seconds,mean_iou,view1_iou,view2_iou,loss,patches
1,1.390,0.234898,0.209060,0.260737,1.190922,20
25,26.983,0.384910,0.326864,0.442955,0.929182,20
50,53.289,0.485374,0.410682,0.560066,0.783939,20
75,79.857,0.526697,0.449493,0.603902,0.722046,20
100,106.281,0.580329,0.491623,0.669035,0.646127,20
125,132.777,0.605668,0.519541,0.691794,0.604473,20
150,159.007,0.624727,0.536371,0.713084,0.578882,20
175,185.210,0.635876,0.545237,0.726514,0.561439,20
200,211.352,0.647005,0.558229,0.735782,0.542605,20
225,236.747,0.659864,0.575522,0.744205,0.525229,20
250,262.539,0.667882,0.573824,0.761939,0.514319,20
275,288.460,0.684481,0.581547,0.787415,0.493576,20
300,314.481,0.683789,0.581407,0.786172,0.493406,20
325,340.706,0.684160,0.578359,0.789961,0.492956,20
350,366.305,0.684784,0.579438,0.790130,0.490694,20
375,392.023,0.684781,0.582927,0.786635,0.487425,20
400,417.793,0.685475,0.582253,0.788697,0.486899,20
425,443.412,0.687187,0.582293,0.792081,0.484831,20
450,469.553,0.686165,0.582635,0.789694,0.486999,20
475,495.337,0.688359,0.587917,0.788800,0.484612,20
500,521.767,0.690415,0.589792,0.791037,0.481936,20
525,548.408,0.692478,0.594495,0.790461,0.479279,20
550,574.529,0.694829,0.596725,0.792934,0.476956,20
575,599.901,0.700190,0.604464,0.795916,0.468195,20
600,624.915,0.703109,0.606825,0.799392,0.464668,20
625,649.705,0.707486,0.612854,0.802117,0.457751,20
650,674.351,0.710957,0.617488,0.804425,0.452405,20
675,699.324,0.724044,0.640984,0.807103,0.433002,20
700,724.559,0.764786,0.693569,0.836003,0.385772,20
725,750.040,0.810607,0.777028,0.844186,0.327268,20
750,775.436,0.817451,0.798397,0.836505,0.310116,20
775,800.911,0.820509,0.804203,0.836814,0.301548,20
800,826.291,0.821949,0.804462,0.839436,0.297135,20
825,851.535,0.825450,0.805144,0.845757,0.289738,20
850,876.402,0.826344,0.806273,0.846416,0.287704,20
875,901.425,0.827813,0.807681,0.847945,0.285506,20
900,926.297,0.828422,0.810395,0.846449,0.282208,20
925,951.581,0.826824,0.809998,0.843650,0.282828,20
950,976.734,0.827105,0.807840,0.846369,0.283538,20
975,1002.493,0.826629,0.809466,0.843792,0.283465,20
1000,1028.450,0.825409,0.806685,0.844133,0.283726,20
1025,1054.331,0.824775,0.809533,0.840017,0.284290,20
1050,1080.149,0.826055,0.809649,0.842461,0.282353,20
1075,1106.281,0.826602,0.810968,0.842236,0.282692,20
1100,1132.315,0.824924,0.810864,0.838984,0.283193,20
1125,1158.577,0.827653,0.816830,0.838476,0.280349,20
1150,1184.709,0.827143,0.817197,0.837089,0.280513,20
1175,1210.968,0.829945,0.817566,0.842324,0.276194,20
1200,1237.103,0.831560,0.819447,0.843672,0.273773,20
1225,1263.540,0.831887,0.817994,0.845779,0.274082,20
1250,1289.752,0.831971,0.818848,0.845094,0.273041,20
1275,1315.968,0.833027,0.820865,0.845190,0.271213,20
1300,1342.044,0.832602,0.822441,0.842763,0.273960,20
1325,1368.201,0.828123,0.817764,0.838483,0.279913,20
1350,1394.428,0.826904,0.816342,0.837466,0.282068,20
1375,1420.321,0.828611,0.821874,0.835348,0.278589,20
1400,1446.426,0.829905,0.822401,0.837408,0.276937,20
1425,1472.538,0.830335,0.825187,0.835482,0.277469,20
1450,1498.664,0.832460,0.826417,0.838504,0.274713,20
