step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs,mean_spill,view1_spill,view2_spill,mean_precision,view1_precision,view2_precision,mean_coverage,view1_coverage,view2_coverage,view1_negative_space,view2_negative_space,view1_silhouette,view2_silhouette,lambda_count
1,2.257,1.012011,0.150333,0.126963,0.173704,20,0.00016185,0,0.466056,0.203275,0.728837,0.360439,0.429077,0.291802,0.226538,0.152771,0.300305,0.042887,0.056541,0.185008,0.102577,0.000100
25,43.047,0.779154,0.204872,0.156126,0.253619,20,0.00001391,1,0.229354,0.097343,0.361366,0.563145,0.637681,0.488610,0.258296,0.171324,0.345268,0.020354,0.027551,0.163319,0.072443,0.000100
50,298.834,0.695952,0.255586,0.201107,0.310066,23,0.00011704,1,0.172043,0.075699,0.268387,0.667582,0.740784,0.594379,0.304807,0.216331,0.393283,0.015702,0.020397,0.151536,0.062371,0.000100
75,344.866,0.605963,0.346050,0.276566,0.415534,23,0.00001488,1,0.145748,0.065850,0.225645,0.755189,0.817402,0.692976,0.402038,0.294778,0.509298,0.013521,0.017094,0.135870,0.050806,0.000100
100,640.461,0.511852,0.443407,0.388176,0.498638,25,0.00008895,0,0.138070,0.053825,0.222315,0.808227,0.883721,0.732733,0.509281,0.409070,0.609492,0.011148,0.016818,0.113513,0.043101,0.000100
125,690.729,0.458737,0.486222,0.462393,0.510051,25,0.00000961,2,0.119726,0.052107,0.187344,0.833496,0.903253,0.763738,0.546046,0.486486,0.605606,0.010691,0.014261,0.099420,0.041013,0.000100
150,964.397,0.413787,0.528267,0.515125,0.541409,24,0.00010470,2,0.105571,0.044892,0.166250,0.857298,0.923016,0.791580,0.584834,0.538250,0.631418,0.009411,0.012541,0.089244,0.037685,0.000100
175,1012.511,0.368292,0.573435,0.568920,0.577950,24,0.00010057,0,0.093227,0.043518,0.142936,0.876905,0.931704,0.822107,0.627120,0.593678,0.660561,0.008912,0.010876,0.078961,0.033885,0.000100
200,1338.560,0.331424,0.611030,0.632761,0.589299,27,0.00009172,1,0.095926,0.040311,0.151540,0.879874,0.942295,0.817452,0.668435,0.658268,0.678601,0.008400,0.011621,0.067151,0.033293,0.000100
225,1394.966,0.308827,0.629830,0.670787,0.588873,27,0.00014985,2,0.095025,0.037678,0.152373,0.882642,0.948650,0.816633,0.687331,0.696060,0.678601,0.007821,0.011559,0.059920,0.033297,0.000100
250,1743.377,0.290469,0.645304,0.706388,0.584221,26,0.00027374,1,0.093338,0.039853,0.146822,0.884394,0.948536,0.820251,0.702268,0.734540,0.669997,0.008225,0.011181,0.053481,0.033574,0.000100
275,1798.325,0.272093,0.660962,0.733774,0.588150,26,0.00029013,1,0.091109,0.039281,0.142936,0.887833,0.951014,0.824651,0.717407,0.762597,0.672218,0.008030,0.010715,0.048282,0.032976,0.000100
300,2148.287,0.259862,0.672614,0.753773,0.591455,28,0.00031059,1,0.094162,0.032066,0.156259,0.887210,0.960413,0.814007,0.730909,0.777943,0.683875,0.006665,0.011613,0.044523,0.032887,0.000100
325,2207.164,0.255362,0.680878,0.755127,0.606628,28,0.00020514,0,0.094400,0.033097,0.155704,0.888786,0.959302,0.818270,0.740601,0.780119,0.701082,0.006761,0.011658,0.044223,0.031641,0.000100
350,2580.158,0.242965,0.697184,0.773359,0.621010,27,0.00017098,2,0.097973,0.030806,0.165140,0.888486,0.962794,0.814179,0.760373,0.797183,0.723564,0.006282,0.012433,0.040835,0.030757,0.000100
375,2637.761,0.231221,0.705782,0.793031,0.618534,27,0.00019938,0,0.093832,0.028630,0.159034,0.892267,0.966092,0.818441,0.766319,0.815735,0.716903,0.005719,0.012278,0.036994,0.031035,0.000100
400,3004.297,0.222647,0.718928,0.808797,0.629059,27,0.00018144,0,0.099685,0.028401,0.170969,0.889301,0.966982,0.811621,0.784188,0.831768,0.736608,0.005847,0.013119,0.034240,0.030450,0.000100
425,3061.469,0.226840,0.718810,0.819011,0.618609,27,0.00009639,1,0.117613,0.030119,0.205107,0.874882,0.965531,0.784234,0.794584,0.843678,0.745490,0.006159,0.015816,0.032267,0.032337,0.000100
450,3430.759,0.225579,0.725059,0.823080,0.627037,27,0.00009565,0,0.122157,0.035044,0.209270,0.872098,0.960491,0.783706,0.805090,0.851924,0.758257,0.007201,0.016176,0.031748,0.031735,0.000100
475,3486.409,0.226988,0.729262,0.825833,0.632690,27,0.00020416,0,0.131738,0.040884,0.222592,0.865568,0.954597,0.776539,0.816559,0.859597,0.773522,0.008428,0.017071,0.031426,0.031440,0.000100
500,3850.035,0.223224,0.734358,0.821589,0.647127,27,0.00017119,0,0.123808,0.045007,0.202609,0.871813,0.950190,0.793435,0.818403,0.858566,0.778240,0.009313,0.015520,0.032283,0.029669,0.000100
525,3907.189,0.224434,0.735921,0.825225,0.646618,27,0.00016783,1,0.133996,0.045121,0.222870,0.865202,0.950284,0.780120,0.826595,0.862460,0.790730,0.009240,0.016950,0.031609,0.030067,0.000100
550,4272.203,0.220134,0.739321,0.840268,0.638375,27,0.00012491,0,0.136353,0.043175,0.229531,0.863396,0.953057,0.773735,0.830724,0.876546,0.784901,0.009031,0.017707,0.028820,0.031161,0.000100
575,4329.071,0.217515,0.739451,0.843812,0.635089,27,0.00022544,0,0.134751,0.041915,0.227588,0.864269,0.954495,0.774042,0.829404,0.879180,0.779628,0.008616,0.017501,0.028108,0.031287,0.000100
600,4696.589,0.212575,0.736946,0.861847,0.612044,27,0.00022493,0,0.136334,0.032868,0.239800,0.862129,0.964392,0.759867,0.824493,0.890174,0.758812,0.006602,0.018566,0.024414,0.033808,0.000100
625,4752.133,0.217741,0.734260,0.867772,0.600747,27,0.00021555,0,0.149480,0.035845,0.263114,0.852091,0.961652,0.742531,0.828845,0.898878,0.758812,0.006933,0.020356,0.023274,0.035611,0.000100
650,5109.757,0.216954,0.734640,0.878681,0.590600,27,0.00017643,0,0.151017,0.038365,0.263669,0.849294,0.959648,0.738939,0.829357,0.912391,0.746323,0.007810,0.020502,0.021564,0.036556,0.000100
675,5165.317,0.222065,0.732387,0.883940,0.580833,27,0.00013991,0,0.164925,0.043976,0.285873,0.838853,0.954513,0.723193,0.834845,0.922813,0.746878,0.008725,0.022136,0.020473,0.038086,0.000100
700,5526.789,0.229618,0.729234,0.885764,0.572704,27,0.00019369,1,0.176094,0.046610,0.305579,0.831005,0.952129,0.709881,0.837380,0.927050,0.747710,0.009600,0.023681,0.020451,0.039403,0.000100
725,5582.439,0.231795,0.725161,0.879560,0.570762,27,0.00008896,0,0.175110,0.042144,0.308077,0.831969,0.956044,0.707895,0.831614,0.916628,0.746600,0.008644,0.023787,0.021489,0.039540,0.000100
750,5944.855,0.231186,0.719720,0.886797,0.552643,27,0.00008611,0,0.173347,0.033898,0.312795,0.831545,0.964346,0.698744,0.821182,0.916858,0.725507,0.006805,0.024204,0.020027,0.041511,0.000100
775,6000.902,0.234309,0.717084,0.881099,0.553069,27,0.00008091,0,0.172196,0.042144,0.302248,0.830257,0.956117,0.704397,0.819232,0.918232,0.720233,0.008357,0.023437,0.020966,0.041221,0.000100
800,6364.880,0.233695,0.721960,0.885203,0.558717,27,0.00001371,0,0.173502,0.049473,0.297530,0.829225,0.949438,0.709012,0.826974,0.928997,0.724951,0.010238,0.023101,0.020657,0.040569,0.000100
825,6421.410,0.230635,0.725953,0.886849,0.565057,27,0.00002920,0,0.171342,0.060696,0.281987,0.829594,0.939387,0.719801,0.832537,0.940678,0.724396,0.012523,0.021787,0.020362,0.039355,0.000100
850,6794.626,0.216945,0.739911,0.880639,0.599184,28,0.00031455,1,0.146542,0.068827,0.224258,0.848862,0.931859,0.765865,0.837403,0.941251,0.733555,0.014212,0.017601,0.021535,0.034801,0.000100
875,6852.902,0.204007,0.748475,0.880634,0.616317,28,0.00045243,0,0.130209,0.069743,0.190674,0.862413,0.931070,0.793756,0.837943,0.942052,0.733833,0.014567,0.014274,0.021810,0.031666,0.000100
900,7233.029,0.190342,0.756821,0.887540,0.626101,28,0.00031602,0,0.115806,0.066193,0.165418,0.874908,0.934623,0.815194,0.837980,0.946290,0.729670,0.013732,0.012131,0.020414,0.030029,0.000100
925,7292.602,0.196184,0.748213,0.887052,0.609375,28,0.00018942,1,0.110622,0.066651,0.154593,0.877025,0.934193,0.819858,0.824878,0.946175,0.703580,0.013850,0.011981,0.020544,0.031891,0.000100
950,7663.445,0.198711,0.744114,0.890551,0.597677,30,0.00010426,1,0.117412,0.064132,0.170691,0.870253,0.936616,0.803890,0.823679,0.947664,0.699695,0.013096,0.013211,0.019764,0.033294,0.000100
975,7726.539,0.181660,0.762348,0.894372,0.630324,30,0.00008911,2,0.099308,0.058177,0.140439,0.889326,0.942088,0.836563,0.832625,0.946404,0.718845,0.012139,0.011027,0.019113,0.029837,0.000100
1000,8115.004,0.169871,0.780074,0.897700,0.662448,29,0.00005566,1,0.098048,0.055657,0.140439,0.893887,0.944527,0.843247,0.851573,0.947664,0.755482,0.011195,0.011162,0.018111,0.027321,0.000100
1025,8175.218,0.158040,0.795144,0.899392,0.690896,29,0.00005757,3,0.101687,0.054054,0.149320,0.893888,0.946057,0.841718,0.871034,0.948007,0.794061,0.010663,0.010959,0.017592,0.024263,0.000100
1050,8559.232,0.144836,0.816933,0.905685,0.728181,29,0.00006820,2,0.091980,0.045465,0.138496,0.905520,0.954183,0.856856,0.887947,0.946862,0.829031,0.009054,0.010918,0.016587,0.021690,0.000100
1075,8619.831,0.135337,0.820423,0.911327,0.729518,29,0.00006612,4,0.086626,0.038365,0.134888,0.910470,0.961037,0.859902,0.887105,0.946290,0.827921,0.007588,0.009918,0.015444,0.020899,0.000100
1100,8996.609,0.130682,0.829406,0.913250,0.745562,29,0.00012649,3,0.081016,0.036303,0.125729,0.916387,0.963058,0.869715,0.892852,0.946404,0.839301,0.007211,0.009885,0.015020,0.019963,0.000100
1125,9055.244,0.136336,0.817281,0.915541,0.719020,29,0.00006823,2,0.095145,0.034585,0.155704,0.903484,0.964773,0.842194,0.889090,0.947206,0.830974,0.006761,0.011312,0.014517,0.021875,0.000100
1150,9427.555,0.131644,0.825879,0.916833,0.734925,28,0.00016969,3,0.093105,0.035502,0.150708,0.906350,0.963953,0.848747,0.897533,0.949382,0.845684,0.006978,0.010941,0.014369,0.020513,0.000100
1175,9484.992,0.128784,0.831968,0.917900,0.746036,28,0.00010644,3,0.083548,0.029432,0.137663,0.915116,0.969793,0.860439,0.896826,0.944915,0.848737,0.005874,0.010935,0.014213,0.020286,0.000100
1200,9858.768,0.129475,0.832612,0.916380,0.748845,27,0.00026249,2,0.086407,0.031264,0.141549,0.912958,0.967977,0.857939,0.899936,0.945030,0.854843,0.006299,0.011005,0.014564,0.019881,0.000100
1225,9915.841,0.116441,0.847872,0.915823,0.779920,27,0.00010858,4,0.069205,0.029890,0.108521,0.928880,0.969283,0.888477,0.903877,0.943197,0.864557,0.005970,0.008554,0.014550,0.016976,0.000100
1250,10280.589,0.112262,0.848546,0.916518,0.780573,27,0.00014331,4,0.072291,0.030234,0.114349,0.926393,0.968974,0.883813,0.907029,0.944228,0.869831,0.005923,0.008017,0.014351,0.016066,0.000100
1275,10336.474,0.114373,0.849157,0.916369,0.781944,27,0.00012851,3,0.076100,0.027027,0.125173,0.923766,0.972084,0.875449,0.910479,0.941136,0.879822,0.005419,0.009066,0.014470,0.016381,0.000100
1300,10696.367,0.112060,0.853530,0.917585,0.789474,27,0.00009376,1,0.078395,0.028287,0.128504,0.922419,0.970893,0.873945,0.917233,0.943541,0.890924,0.005701,0.009199,0.014246,0.015635,0.000100
1325,10751.509,0.110903,0.858856,0.918208,0.799503,27,0.00009802,2,0.072419,0.027714,0.117125,0.927767,0.971469,0.884066,0.918400,0.943656,0.893145,0.005646,0.009077,0.014224,0.015359,0.000100
1350,11112.494,0.115170,0.856781,0.914010,0.799552,27,0.00013451,1,0.073410,0.030806,0.116014,0.926641,0.968338,0.884944,0.917239,0.942167,0.892312,0.006049,0.009449,0.014840,0.015770,0.000100
1375,11167.530,0.114775,0.853125,0.915194,0.791056,27,0.00010823,3,0.083034,0.030348,0.135720,0.918790,0.968820,0.868760,0.920693,0.942968,0.898418,0.006055,0.009754,0.014691,0.015637,0.000100
1400,11520.247,0.109605,0.858492,0.917723,0.799260,29,0.00011239,3,0.077728,0.030005,0.125451,0.923420,0.969234,0.877606,0.922393,0.945259,0.899528,0.005987,0.008943,0.014180,0.014863,0.000100
1425,11580.141,0.105000,0.867623,0.916881,0.818365,29,0.00011700,2,0.063324,0.026454,0.100194,0.936260,0.972659,0.899861,0.920748,0.941136,0.900361,0.005259,0.008098,0.014304,0.013991,0.000100
1450,11956.172,0.108441,0.862672,0.915869,0.809476,28,0.00010548,3,0.065196,0.029088,0.101304,0.934010,0.970061,0.897959,0.916995,0.942510,0.891479,0.005947,0.008041,0.014578,0.014550,0.000100
