step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs,mean_spill,view1_spill,view2_spill,mean_precision,view1_precision,view2_precision,mean_coverage,view1_coverage,view2_coverage,view1_negative_space,view2_negative_space,view1_silhouette,view2_silhouette
1,1.367,1.255568,0.156907,0.189697,0.124116,20,0.00019250,0,0.162589,0.112745,0.212434,0.533243,0.651838,0.414649,0.180784,0.211084,0.150483,0.027994,0.048116,0.182323,0.198100
25,26.043,0.981256,0.272606,0.298704,0.246508,20,0.00000069,1,0.087846,0.057323,0.118368,0.772998,0.846381,0.699615,0.295756,0.315826,0.275686,0.014034,0.026551,0.149813,0.156980
50,178.301,0.755896,0.431347,0.438051,0.424644,23,0.00041756,0,0.070961,0.044818,0.097103,0.869165,0.910810,0.827520,0.461781,0.457683,0.465878,0.010747,0.021644,0.118319,0.117353
75,206.368,0.566016,0.573409,0.552137,0.594682,23,0.00000630,1,0.060479,0.043818,0.077140,0.910930,0.929343,0.892517,0.608443,0.576331,0.640555,0.010492,0.017120,0.093900,0.080964
100,371.464,0.421012,0.685879,0.647042,0.724716,24,0.00010771,0,0.054697,0.048419,0.060974,0.929953,0.933379,0.926526,0.723638,0.678371,0.768905,0.011761,0.013266,0.074349,0.053450
125,400.821,0.336577,0.749633,0.703753,0.795513,24,0.00020685,1,0.048182,0.042117,0.054248,0.942469,0.945691,0.939247,0.786031,0.733393,0.838668,0.010177,0.011741,0.061851,0.039334
150,581.782,0.282255,0.793148,0.750718,0.835578,24,0.00003561,2,0.046107,0.045018,0.047195,0.947277,0.945731,0.948824,0.829764,0.784514,0.875014,0.010861,0.010356,0.052021,0.031447
175,611.161,0.250619,0.817567,0.785646,0.849488,24,0.00012963,2,0.043476,0.048219,0.038733,0.951319,0.944687,0.957951,0.852960,0.823529,0.882391,0.011648,0.008473,0.044873,0.028576
200,796.525,0.217560,0.842400,0.816037,0.868763,23,0.00020428,2,0.039031,0.043017,0.035044,0.957190,0.951891,0.962490,0.875174,0.851140,0.899208,0.010595,0.007679,0.038440,0.024896
225,825.218,0.197305,0.859238,0.834224,0.884252,23,0.00024903,1,0.041823,0.048820,0.034827,0.955244,0.947152,0.963335,0.894999,0.874950,0.915048,0.011642,0.007597,0.034335,0.021755
250,1003.388,0.179851,0.871469,0.851037,0.891900,22,0.00069430,1,0.037535,0.046319,0.028751,0.960086,0.950555,0.969617,0.904000,0.890456,0.917544,0.011173,0.006241,0.030882,0.020199
275,1030.706,0.160808,0.886289,0.872408,0.900170,22,0.00066314,5,0.034697,0.046719,0.022675,0.963645,0.951329,0.975960,0.916873,0.913165,0.920582,0.011454,0.005070,0.026428,0.018758
300,1201.518,0.146978,0.895352,0.883819,0.906886,21,0.00088577,4,0.033906,0.043617,0.024194,0.964730,0.954847,0.974613,0.925598,0.922369,0.928827,0.010371,0.005288,0.023652,0.017304
325,1227.163,0.142557,0.897561,0.887668,0.907454,21,0.00067743,2,0.031072,0.037515,0.024628,0.967528,0.960860,0.974196,0.925386,0.920968,0.929804,0.009045,0.005431,0.022910,0.017213
350,1393.682,0.133335,0.906528,0.892878,0.920177,21,0.00105540,5,0.034887,0.042217,0.027558,0.964141,0.956602,0.971680,0.938054,0.930572,0.945535,0.009941,0.005830,0.021673,0.014640
375,1419.588,0.126583,0.912343,0.898463,0.926223,21,0.00114707,5,0.033945,0.041417,0.026473,0.965261,0.957612,0.972910,0.943209,0.935674,0.950743,0.009671,0.005861,0.020518,0.013642
400,1588.288,0.121480,0.917718,0.902441,0.932995,21,0.00067137,5,0.033699,0.040816,0.026581,0.965676,0.958355,0.972997,0.948536,0.939276,0.957795,0.009775,0.006069,0.019855,0.012560
425,1614.350,0.115798,0.921390,0.905307,0.937474,21,0.00038735,5,0.033056,0.040616,0.025496,0.966416,0.958668,0.974164,0.951726,0.942077,0.961376,0.009643,0.005766,0.019219,0.011586
450,1779.788,0.113117,0.922633,0.907463,0.937804,21,0.00036282,6,0.032314,0.038916,0.025713,0.967162,0.960359,0.973965,0.952348,0.942777,0.961918,0.009180,0.005783,0.018643,0.011496
475,1805.379,0.109468,0.924574,0.913320,0.935827,21,0.00035418,5,0.033017,0.036415,0.029619,0.966566,0.962955,0.970177,0.955062,0.946579,0.963546,0.008403,0.006346,0.017322,0.011709
500,1970.838,0.104521,0.928476,0.918639,0.938313,21,0.00020916,5,0.030351,0.035314,0.025388,0.969245,0.964199,0.974291,0.956608,0.951080,0.962135,0.008317,0.005675,0.016278,0.011517
525,1996.443,0.100567,0.931549,0.924521,0.938577,21,0.00026484,5,0.030035,0.033814,0.026256,0.969648,0.965831,0.973465,0.959501,0.955782,0.963220,0.008072,0.005822,0.015214,0.011299
550,2164.792,0.101316,0.930700,0.925027,0.936374,21,0.00016197,5,0.032029,0.034114,0.029945,0.967726,0.965566,0.969885,0.960498,0.956583,0.964414,0.008131,0.006280,0.014958,0.011570
575,2190.718,0.099699,0.932317,0.930374,0.934260,21,0.00017617,5,0.032175,0.034514,0.029836,0.967652,0.965382,0.969922,0.962310,0.962485,0.962135,0.008055,0.006578,0.013704,0.012172
600,2356.800,0.095949,0.935059,0.932572,0.937546,21,0.00019518,5,0.029534,0.034114,0.024954,0.970262,0.965835,0.974689,0.962664,0.964386,0.960942,0.008116,0.005663,0.013389,0.011659
625,2382.844,0.095050,0.936043,0.933417,0.938670,21,0.00020677,5,0.031377,0.036715,0.026039,0.968561,0.963446,0.973676,0.965399,0.967687,0.963112,0.008536,0.005854,0.013033,0.011406
650,2549.098,0.095052,0.936550,0.937204,0.935896,21,0.00036527,5,0.030627,0.033914,0.027341,0.969267,0.966185,0.972350,0.965236,0.968988,0.961484,0.008066,0.006157,0.012500,0.011988
675,2575.135,0.095220,0.934582,0.937972,0.931191,21,0.00018881,4,0.030916,0.032213,0.029619,0.968916,0.967800,0.970033,0.963480,0.968187,0.958772,0.007574,0.006319,0.012142,0.012608
700,2736.483,0.094867,0.935405,0.937645,0.933165,21,0.00023957,4,0.030399,0.031613,0.029185,0.969430,0.968353,0.970508,0.963843,0.967287,0.960399,0.007595,0.006160,0.012505,0.012184
725,2762.463,0.093593,0.936791,0.939403,0.934179,21,0.00020422,4,0.029360,0.031813,0.026907,0.970470,0.968222,0.972717,0.964301,0.969288,0.959314,0.007567,0.006070,0.012022,0.012310
750,2928.072,0.092256,0.937227,0.939591,0.934863,21,0.00018765,4,0.028876,0.031713,0.026039,0.970947,0.968322,0.973571,0.964297,0.969388,0.959206,0.007586,0.005608,0.012020,0.012091
775,2953.927,0.093110,0.935954,0.940246,0.931662,21,0.00012225,4,0.028459,0.031313,0.025605,0.971311,0.968719,0.973902,0.962602,0.969688,0.955517,0.007434,0.005589,0.011870,0.012627
800,3113.476,0.093621,0.936736,0.940610,0.932862,20,0.00005338,3,0.033545,0.039316,0.027775,0.966592,0.961338,0.971846,0.968181,0.977591,0.958772,0.009152,0.005681,0.011701,0.012077
825,3138.335,0.095421,0.936196,0.942388,0.930004,20,0.00008320,5,0.031290,0.034914,0.027666,0.968653,0.965439,0.971867,0.965512,0.975290,0.955734,0.008382,0.006172,0.011460,0.013050
850,3294.890,0.097046,0.934778,0.935142,0.934414,20,0.00002704,4,0.031797,0.039616,0.023977,0.968200,0.960846,0.975553,0.964504,0.972189,0.956819,0.009420,0.005410,0.012792,0.012136
