step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs,mean_spill,view1_spill,view2_spill,mean_precision,view1_precision,view2_precision,mean_coverage,view1_coverage,view2_coverage,view1_negative_space,view2_negative_space,view1_silhouette,view2_silhouette
1,1.871,0.742229,0.217108,0.245244,0.188971,20,0.00096609,0,0.284969,0.187025,0.382914,0.507242,0.608845,0.405639,0.276221,0.291111,0.261331,0.020082,0.048054,0.087845,0.125271
25,35.464,0.481334,0.372694,0.370740,0.374647,20,0.00014238,0,0.119086,0.090331,0.147842,0.780758,0.817352,0.744164,0.417133,0.404229,0.430036,0.009597,0.018114,0.067040,0.079516
50,67.902,0.384259,0.480174,0.466843,0.493506,20,0.00023606,1,0.091890,0.089715,0.094065,0.850858,0.850086,0.851631,0.524327,0.508725,0.539928,0.009399,0.011333,0.056583,0.061083
75,100.249,0.339387,0.540977,0.510718,0.571237,20,0.00017013,1,0.087219,0.101417,0.073022,0.870399,0.847248,0.893550,0.587731,0.562513,0.612950,0.010719,0.008841,0.052520,0.050790
100,133.420,0.314694,0.578730,0.539048,0.618412,20,0.00001573,1,0.091251,0.104085,0.078417,0.872966,0.851145,0.894788,0.631031,0.595155,0.666906,0.010984,0.009444,0.049408,0.045272
125,166.798,0.289378,0.607774,0.554431,0.661117,20,0.00006072,0,0.082546,0.095668,0.069424,0.887264,0.863942,0.910586,0.657244,0.607473,0.707014,0.010097,0.008399,0.047465,0.039732
150,199.706,0.267170,0.634032,0.568705,0.699359,20,0.00002411,1,0.076565,0.087662,0.065468,0.897554,0.875872,0.919237,0.681851,0.618559,0.745144,0.009085,0.008015,0.045419,0.035083
175,233.098,0.248602,0.658269,0.593134,0.723404,20,0.00000694,1,0.073716,0.082324,0.065108,0.904211,0.886338,0.922084,0.706233,0.641963,0.770504,0.008559,0.007774,0.042706,0.031994
200,266.171,0.235507,0.676630,0.611555,0.741706,20,0.00000403,1,0.071430,0.080271,0.062590,0.909043,0.891660,0.926427,0.724387,0.660645,0.788129,0.008392,0.007585,0.040644,0.029869
225,299.425,0.222897,0.696201,0.638731,0.753672,20,0.00004267,2,0.072779,0.080271,0.065288,0.910293,0.895789,0.924798,0.746440,0.690002,0.802878,0.008420,0.007869,0.037719,0.028425
250,332.813,0.217032,0.705656,0.661734,0.749578,20,0.00009475,2,0.074333,0.082119,0.066547,0.910138,0.897119,0.923157,0.757768,0.716075,0.799460,0.008509,0.007938,0.035318,0.028780
275,366.151,0.210976,0.714449,0.678939,0.749958,20,0.00022992,2,0.069647,0.076165,0.063129,0.916114,0.905598,0.926630,0.763976,0.730651,0.797302,0.008091,0.007704,0.033440,0.028934
300,399.681,0.205854,0.721189,0.691616,0.750761,20,0.00013912,2,0.067710,0.072470,0.062950,0.918939,0.910993,0.926885,0.769879,0.741737,0.798022,0.007713,0.007658,0.032038,0.028863
