step,seconds,mean_iou,view1_iou,view2_iou,loss,patches
1,1.366,0.156035,0.188703,0.123366,0.952467,20
25,26.822,0.240186,0.261768,0.218603,0.726988,20
50,190.298,0.356738,0.349338,0.364139,0.596189,23
75,220.086,0.479090,0.435414,0.522767,0.481074,23
100,390.662,0.557229,0.471265,0.643193,0.405226,23
125,420.352,0.621901,0.518194,0.725608,0.352498,23
150,605.055,0.657978,0.553580,0.762376,0.319147,25
175,637.796,0.698325,0.598192,0.798458,0.288273,25
200,826.953,0.747221,0.665739,0.828704,0.249790,25
225,859.834,0.765135,0.688491,0.841778,0.234061,25
250,1071.829,0.783654,0.714354,0.852954,0.215660,28
275,1109.245,0.799670,0.738682,0.860657,0.201229,28
300,1321.251,0.811480,0.754553,0.868407,0.191615,24
325,1352.956,0.814050,0.762396,0.865703,0.186721,24
350,1544.350,0.819846,0.774555,0.865138,0.180044,25
375,1577.667,0.827601,0.787279,0.867923,0.171335,25
400,1761.465,0.832410,0.799322,0.865499,0.169239,21
425,1789.092,0.835248,0.808799,0.861696,0.168737,21
450,1965.615,0.840183,0.818031,0.862335,0.161732,21
475,1993.308,0.843564,0.820503,0.866625,0.161854,21
500,2172.708,0.843470,0.818120,0.868820,0.164174,21
525,2200.485,0.842973,0.818545,0.867402,0.163644,21
550,2379.874,0.842722,0.817935,0.867509,0.164354,21
575,2407.603,0.844511,0.815899,0.873123,0.162100,21
600,2581.627,0.851724,0.826651,0.876797,0.147349,23
625,2612.249,0.860745,0.843305,0.878184,0.139427,23
650,2788.279,0.869727,0.858343,0.881110,0.130220,23
675,2819.230,0.874006,0.868026,0.879987,0.128500,23
700,2994.992,0.877940,0.875122,0.880757,0.127865,20
725,3021.532,0.865514,0.861162,0.869865,0.138464,20
750,3185.041,0.863027,0.853922,0.872133,0.142605,19
775,3210.217,0.859210,0.848287,0.870133,0.145685,19
800,3365.186,0.859423,0.850000,0.868846,0.145388,19
825,3390.359,0.857188,0.843049,0.871327,0.145563,19
850,3541.928,0.859223,0.845330,0.873117,0.144442,18
875,3565.579,0.856763,0.843762,0.869764,0.147085,18
900,3715.331,0.859391,0.849961,0.868821,0.146270,18
