step,seconds,mean_iou,view1_iou,view2_iou,loss,patches
1,1.436,0.156035,0.188703,0.123366,0.952467,20
25,26.701,0.240186,0.261768,0.218603,0.726988,20
50,51.888,0.355282,0.349338,0.361226,0.598223,20
75,76.942,0.474316,0.417708,0.530925,0.488464,20
100,101.172,0.552775,0.452381,0.653169,0.419339,20
125,125.656,0.603814,0.485761,0.721867,0.368320,20
150,150.003,0.639756,0.535498,0.744015,0.339148,20
175,174.561,0.697348,0.604347,0.790350,0.293216,20
200,199.457,0.720539,0.628373,0.812704,0.271437,20
225,224.323,0.742269,0.661743,0.822794,0.255150,20
250,249.160,0.755872,0.690405,0.821339,0.247603,20
275,274.071,0.763672,0.709247,0.818097,0.241514,20
300,299.270,0.769015,0.718466,0.819564,0.232937,20
325,324.529,0.768885,0.719845,0.817924,0.232007,20
350,349.565,0.775158,0.728534,0.821782,0.225498,20
375,374.239,0.781583,0.735827,0.827339,0.219305,20
400,398.761,0.783537,0.737557,0.829518,0.217419,20
425,423.071,0.783584,0.738934,0.828234,0.216734,20
450,447.655,0.786287,0.737227,0.835346,0.213383,20
475,472.129,0.786194,0.741290,0.831097,0.215122,20
500,496.799,0.794875,0.755763,0.833987,0.206451,20
525,521.241,0.800878,0.763916,0.837841,0.203766,20
550,545.594,0.808709,0.779648,0.837769,0.196574,20
575,570.019,0.813657,0.795692,0.831621,0.194418,20
600,594.491,0.825167,0.801387,0.848946,0.190162,20
625,618.630,0.827102,0.808571,0.845632,0.188291,20
650,642.659,0.830475,0.811913,0.849037,0.186806,20
675,666.714,0.832638,0.815244,0.850032,0.181533,20
700,691.563,0.833788,0.821724,0.845852,0.183907,20
725,716.537,0.834536,0.821486,0.847586,0.177693,20
750,741.251,0.834842,0.823457,0.846228,0.176206,20
775,765.910,0.836973,0.827022,0.846924,0.174791,20
800,790.564,0.837712,0.828079,0.847345,0.174111,20
825,815.245,0.833384,0.820049,0.846719,0.177059,20
850,840.048,0.833560,0.819688,0.847432,0.179337,20
875,864.323,0.832872,0.821565,0.844179,0.178884,20
900,888.298,0.831726,0.820976,0.842476,0.175555,20
925,912.476,0.833262,0.821914,0.844610,0.171936,20
950,936.680,0.832282,0.830256,0.834308,0.172195,20
975,961.376,0.835099,0.835890,0.834308,0.163518,20
1000,985.683,0.840027,0.847589,0.832465,0.161833,20
1025,1009.931,0.840667,0.846139,0.835194,0.158474,20
1050,1034.046,0.841049,0.849066,0.833032,0.159680,20
1075,1058.792,0.840806,0.851272,0.830341,0.161030,20
1100,1083.252,0.844208,0.854976,0.833440,0.158039,20
1125,1107.724,0.847960,0.861345,0.834576,0.154767,20
1150,1132.580,0.848971,0.865653,0.832288,0.151736,20
1175,1157.893,0.851696,0.864734,0.838658,0.148792,20
1200,1182.827,0.849750,0.864303,0.835196,0.150064,20
1225,1207.451,0.851697,0.864068,0.839326,0.146989,20
1250,1231.953,0.851145,0.866253,0.836036,0.149223,20
1275,1256.652,0.853882,0.866744,0.841020,0.149632,20
1300,1281.182,0.854344,0.864791,0.843896,0.147830,20
1325,1305.833,0.854952,0.868569,0.841334,0.146804,20
1350,1330.451,0.854936,0.869413,0.840459,0.146054,20
1375,1355.091,0.850728,0.864234,0.837222,0.148688,20
1400,1379.627,0.854436,0.871034,0.837838,0.145602,20
1425,1404.269,0.854443,0.872448,0.836437,0.143524,20
1450,1429.104,0.855018,0.873882,0.836155,0.143069,20
1475,1453.965,0.855052,0.874357,0.835748,0.144759,20
1500,1478.667,0.851974,0.873445,0.830503,0.149006,20
1525,1503.416,0.850270,0.872920,0.827619,0.148429,20
