step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs,mean_spill,view1_spill,view2_spill,mean_precision,view1_precision,view2_precision,mean_coverage,view1_coverage,view2_coverage,view1_negative_space,view2_negative_space,view1_silhouette,view2_silhouette,lambda_count
1,1.372,1.095125,0.222408,0.192544,0.252272,20,0.00000000,0,0.178780,0.179451,0.178108,0.591939,0.558597,0.625282,0.262150,0.227096,0.297204,0.040569,0.035884,0.177669,0.149146,0.000100
25,24.717,0.797285,0.364217,0.354434,0.374001,20,0.00000003,0,0.090185,0.093993,0.086377,0.814785,0.804889,0.824680,0.397027,0.387748,0.406306,0.020869,0.017323,0.131327,0.115338,0.000100
50,177.672,0.626745,0.490525,0.510277,0.470772,23,0.00002545,1,0.073621,0.082757,0.064485,0.877859,0.869728,0.885991,0.526818,0.552506,0.501130,0.018183,0.012747,0.098261,0.095183,0.000100
75,205.068,0.527458,0.566846,0.596936,0.536757,23,0.00010804,0,0.062991,0.078868,0.047115,0.906777,0.890898,0.922656,0.603031,0.644015,0.562046,0.017452,0.009307,0.080424,0.081991,0.000100
100,384.932,0.467444,0.621669,0.623868,0.619471,26,0.00070060,3,0.064561,0.085458,0.043664,0.912340,0.887944,0.936735,0.661851,0.677182,0.646520,0.018943,0.008389,0.075217,0.066768,0.000100
125,416.584,0.404427,0.679505,0.643317,0.715692,26,0.00162115,3,0.064964,0.090428,0.039500,0.917697,0.885812,0.949582,0.722726,0.701491,0.743962,0.019831,0.007523,0.071494,0.049260,0.000100
150,620.862,0.353749,0.727749,0.660967,0.794532,29,0.00158099,1,0.066498,0.093021,0.039976,0.919891,0.885930,0.953852,0.774372,0.722450,0.826294,0.020409,0.007687,0.067956,0.035543,0.000100
175,656.111,0.322003,0.757837,0.686877,0.828797,29,0.00070812,3,0.067217,0.094101,0.040333,0.922015,0.888719,0.955312,0.806869,0.751513,0.862225,0.021089,0.007950,0.063095,0.029555,0.000100
200,868.771,0.280196,0.791904,0.734013,0.849795,30,0.00030722,4,0.067294,0.091400,0.043189,0.925568,0.897591,0.953545,0.843799,0.801102,0.886496,0.020235,0.008341,0.053183,0.025856,0.000100
225,905.376,0.254134,0.808261,0.746720,0.869802,30,0.00032079,6,0.056995,0.086863,0.027127,0.936925,0.903319,0.970531,0.852489,0.811582,0.893397,0.019261,0.005198,0.050371,0.022036,0.000100
250,1116.750,0.229024,0.824832,0.760711,0.888954,29,0.00018649,5,0.050351,0.081785,0.018917,0.944572,0.909601,0.979542,0.864348,0.822926,0.905770,0.017941,0.003360,0.047193,0.018454,0.000100
275,1151.854,0.212052,0.840558,0.772378,0.908738,29,0.00041527,6,0.047154,0.082649,0.011660,0.948764,0.910053,0.987476,0.877774,0.836214,0.919334,0.018264,0.002248,0.045035,0.015297,0.000100
300,1374.729,0.182261,0.865799,0.805655,0.925943,31,0.00031437,5,0.048635,0.085134,0.012136,0.949239,0.911261,0.987216,0.905712,0.874244,0.937180,0.018617,0.002280,0.038109,0.012122,0.000100
