step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs,mean_spill,view1_spill,view2_spill,mean_precision,view1_precision,view2_precision,mean_coverage,view1_coverage,view2_coverage,view1_negative_space,view2_negative_space,view1_silhouette,view2_silhouette
1,1.394,0.888196,0.197193,0.204367,0.190019,20,0.00000686,0,0.386088,0.153802,0.618374,0.468683,0.605232,0.332134,0.271660,0.235799,0.307522,0.032387,0.047979,0.161667,0.094214
25,26.881,0.694449,0.257022,0.243564,0.270480,20,0.00001343,1,0.198382,0.072034,0.324729,0.654179,0.783774,0.524584,0.309711,0.261109,0.358313,0.014880,0.024811,0.142733,0.068901
50,51.769,0.627705,0.295315,0.273222,0.317407,20,0.00003234,0,0.144476,0.051649,0.237302,0.735492,0.847635,0.623348,0.340031,0.287334,0.392728,0.010706,0.018088,0.134605,0.060225
75,76.352,0.558900,0.359115,0.357976,0.360254,20,0.00000921,0,0.132212,0.040999,0.223425,0.782244,0.900886,0.663602,0.406698,0.372652,0.440744,0.008520,0.017020,0.117813,0.055715
100,100.969,0.514621,0.402189,0.425541,0.378836,20,0.00002302,1,0.133366,0.036647,0.230086,0.796378,0.923298,0.669458,0.453568,0.441136,0.466001,0.007481,0.017458,0.104687,0.054379
125,126.190,0.479942,0.433538,0.463680,0.403396,20,0.00011068,1,0.121093,0.032639,0.209548,0.817873,0.936185,0.699562,0.483370,0.478814,0.487927,0.006695,0.015894,0.097436,0.051224
150,151.685,0.448017,0.460711,0.495174,0.426249,20,0.00002508,2,0.105044,0.032180,0.177907,0.839567,0.940767,0.738367,0.506595,0.511109,0.502082,0.006518,0.013245,0.091590,0.047861
175,176.848,0.419897,0.488138,0.526538,0.449737,20,0.00013279,2,0.094396,0.029203,0.159589,0.857278,0.948867,0.765689,0.531712,0.541915,0.521510,0.005958,0.012032,0.085704,0.045236
200,201.682,0.398895,0.506847,0.551820,0.461873,20,0.00038878,0,0.087788,0.025424,0.150153,0.868318,0.957002,0.779633,0.548537,0.565850,0.531224,0.005231,0.011283,0.080788,0.043829
225,226.302,0.387844,0.517625,0.570150,0.465100,20,0.00060181,1,0.090341,0.023591,0.157091,0.867599,0.961147,0.774052,0.560882,0.583601,0.538163,0.004761,0.011721,0.077210,0.043690
250,251.368,0.378671,0.531184,0.572656,0.489712,20,0.00066754,1,0.086328,0.026111,0.146545,0.875239,0.957455,0.793022,0.574543,0.587609,0.561477,0.004990,0.010974,0.076755,0.041330
275,276.274,0.373241,0.535961,0.573748,0.498174,20,0.00039837,1,0.081222,0.022561,0.139883,0.882661,0.962970,0.802353,0.577276,0.586693,0.567860,0.004496,0.010337,0.076623,0.040281
300,300.769,0.362410,0.546381,0.595921,0.496840,20,0.00061205,1,0.081907,0.021988,0.141826,0.882577,0.965154,0.800000,0.588165,0.609024,0.567305,0.004477,0.010654,0.072552,0.040543
325,325.577,0.351554,0.557881,0.623281,0.492480,20,0.00035448,2,0.093403,0.024164,0.162642,0.871155,0.963526,0.778784,0.605460,0.638342,0.572578,0.004771,0.011750,0.067645,0.041196
350,350.331,0.327844,0.582100,0.665886,0.498313,20,0.00036313,1,0.089365,0.026913,0.151818,0.876478,0.962133,0.790822,0.628886,0.683807,0.573966,0.005550,0.011190,0.060166,0.040660
375,374.738,0.301545,0.611024,0.716849,0.505198,20,0.00019418,1,0.101145,0.027714,0.174577,0.868212,0.963745,0.772678,0.665055,0.736716,0.593394,0.005581,0.012793,0.050714,0.040569
400,399.236,0.276446,0.636288,0.759768,0.512808,20,0.00015888,1,0.099440,0.028745,0.170136,0.871814,0.964528,0.779099,0.690832,0.781608,0.600056,0.005867,0.012486,0.043096,0.039838
425,424.092,0.267617,0.653907,0.784684,0.523131,20,0.00038822,2,0.109868,0.031837,0.187899,0.865000,0.962167,0.767833,0.715546,0.809666,0.621427,0.006543,0.014383,0.038616,0.040036
450,448.573,0.260753,0.664903,0.786740,0.543065,20,0.00038746,2,0.109522,0.036418,0.182626,0.867923,0.957247,0.778600,0.728817,0.815392,0.642243,0.007356,0.013646,0.038435,0.037891
475,473.556,0.261399,0.669316,0.777216,0.561416,20,0.00032226,2,0.104825,0.041457,0.168193,0.873585,0.951279,0.795891,0.732639,0.809437,0.655842,0.008456,0.012766,0.040312,0.036135
